effective_disposals,disposal_efficiency_percentage,rebounds,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
9,82,2,2,1,0,6,0,94,51,78,0,0,0,38,8,0,0,2,0,0,2,5,0,3,0,2,7.3,0,6,15,3,10,63,0,0,3,0,196,0,1,0,0,0,0,0,0,0,0.5350774526596069,Cale Hooker,0,15720,5,Essendon,2020,8,0
8,73,2,2,1,0,4,0,78,41,59,0,1,1,94,3,1,0,0,0,0,6,3,1,5,0,12,8.3,0,3,13,3,8,51,0,0,0,0,45,1,0,0,0,0,0,0,0,1,-0.009963469579815865,Adam Cerra,0,15706,4,Fremantle,2020,34,0
27,75,3,3,1,0,1,1,79,122,145,0,1,9,520,1,0,0,1,0,0,4,8,0,3,0,17,18.2,0,0,16,9,13,87,0,0,8,0,138,0,1,1,0,0,0,0,0,0,2.845856189727783,Zach Merrett,3,15826,14,Essendon,2020,1,3
5,83,0,1,0,1,2,0,76,32,61,0,1,4,44,0,4,0,0,0,0,2,1,2,3,0,13,9.5,0,0,53,11,15,101,0,0,0,1,195,0,1,0,0,0,0,0,0,0,-0.06851089745759964,Jarryn Geary,0,15774,9,St Kilda,2020,40,0
3,75,0,1,0,1,5,0,80,27,53,0,0,1,122,2,0,0,0,4,1,4,3,0,1,0,10,10,0,3,30,5,5,35,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0.0023229150101542473,Tristan Xerri,0,15825,13,North Melbourne,2020,31,0
8,89,0,2,3,1,0,0,95,36,57,0,0,4,97,1,0,0,0,3,2,2,4,3,5,0,10,9.7,1,0,51,9,8,57,0,0,0,0,31,1,0,0,0,0,1,0,0,0,-0.02061285637319088,Ben King,0,15862,18,Gold Coast,2020,33,0
22,88,2,1,1,1,6,0,81,98,196,1,6,12,370,2,1,0,0,1,1,17,10,1,10,0,41,24.1,2,1,30,8,11,74,0,0,9,0,147,0,1,0,1,0,0,0,0,0,1.7851842641830444,Tom Liberatore,0,15864,18,Western Bulldogs,2020,2,2
6,60,0,3,1,0,1,0,96,48,60,0,2,3,105,1,3,0,0,4,0,3,2,2,5,0,17,6.7,1,0,6,7,11,73,0,0,0,0,104,1,0,0,0,0,1,0,0,0,-0.038290541619062424,Isaac Heeney,0,15655,2,Sydney,2020,43,0
8,80,2,0,0,0,4,0,91,36,60,0,0,1,70,5,1,1,2,0,0,8,4,0,3,0,14,9,1,3,32,5,6,41,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0.012054884806275368,Robbie Fox,0,15855,17,Sydney,2020,23,0
15,88,2,2,0,0,0,0,76,62,57,0,0,1,156,4,0,0,0,0,0,6,7,0,4,0,10,5,0,0,30,5,10,65,0,0,0,0,16,0,1,0,0,1,0,0,0,0,-0.005044570658355951,John Noble,0,15825,13,Collingwood,2020,36,0
9,82,2,1,1,0,0,0,83,40,46,1,0,0,202,3,0,0,0,0,0,5,5,0,1,0,6,5.1,0,0,66,9,6,45,0,0,0,0,11,1,0,0,0,1,0,0,0,0,0.02737213857471943,John Noble,0,15766,8,Collingwood,2020,20,0
11,92,0,0,1,0,0,0,83,43,65,0,1,6,106,3,1,0,0,0,0,2,4,3,3,0,11,10.8,1,0,66,12,5,42,0,0,0,0,20,1,0,0,0,0,1,0,0,0,-0.026880670338869095,Will Snelling,0,15842,16,Essendon,2020,35,0
10,77,2,2,0,0,1,0,92,63,53,0,0,1,200,2,0,0,0,0,0,7,8,0,1,0,9,0.6,0,1,20,6,8,54,0,0,0,0,55,0,1,0,0,1,0,0,0,0,0.01601634919643402,Ethan Hughes,0,15725,5,Fremantle,2020,20,0
20,100,10,0,2,0,4,2,86,86,149,0,0,3,579,7,0,0,4,0,0,4,16,0,1,0,4,18.6,1,4,6,7,11,73,0,0,4,1,161,1,0,0,0,0,0,0,0,0,0.3011043965816498,Dane Rampe,0,15655,2,Sydney,2020,10,0
9,69,0,2,1,1,0,0,82,48,61,0,0,5,139,3,0,0,0,0,0,2,1,0,4,0,10,4.2,1,0,28,8,12,80,0,0,0,0,88,0,1,0,0,0,1,0,0,0,0.006099937949329615,Toby McLean,0,15818,13,Western Bulldogs,2020,26,0
16,76,6,3,0,0,3,0,92,77,82,0,0,2,452,3,0,0,2,0,0,7,10,0,1,0,13,4,1,2,14,12,9,66,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0.01752452924847603,Will Day,0,15841,16,Hawthorn,2020,23,0
6,46,0,5,1,0,0,0,82,61,52,0,1,4,218,2,1,0,0,0,0,3,3,2,5,2,11,0,0,0,13,4,10,64,0,0,0,0,43,0,1,0,1,0,0,0,0,0,0.03419860824942589,Darcy MacPherson,0,15706,4,Gold Coast,2020,20,0
10,67,1,0,0,0,2,0,54,46,79,3,2,3,96,0,0,0,0,0,0,5,1,2,5,1,10,5.5,1,0,32,11,8,59,0,0,1,0,111,0,1,0,1,0,0,0,0,0,0.29991552233695984,Jamie Elliott,0,15743,6,Collingwood,2020,8,0
15,75,5,2,2,1,10,0,92,85,138,0,0,5,213,11,0,1,4,0,0,3,10,0,6,0,5,12.9,3,9,3,10,9,64,0,1,7,1,146,0,1,0,0,1,0,0,0,0,1.2713228464126587,Tom Jonas,0,15756,7,Port Adelaide,2020,2,2
12,75,2,2,0,1,4,0,89,53,88,1,0,2,359,8,0,0,0,0,0,9,4,0,5,0,12,14,0,0,61,5,7,47,0,0,0,0,202,1,0,0,0,0,0,0,0,1,-0.02974913828074932,Isaac Smith,0,15649,2,Hawthorn,2020,33,0
3,75,0,4,1,1,1,0,86,23,19,0,0,2,19,0,2,0,0,2,1,1,2,0,0,1,12,1.5,0,0,42,9,7,51,0,0,0,0,54,1,0,0,1,0,0,0,0,0,0.007411435712128878,Jacob Townsend,0,15752,7,Essendon,2020,19,0
9,75,1,2,0,1,0,1,81,38,64,0,1,4,183,1,0,0,0,2,0,1,4,2,3,0,5,8.9,1,0,57,15,16,111,0,0,0,0,59,0,1,0,0,0,0,0,0,1,0.021884070709347725,Bailey Dale,0,15813,12,Western Bulldogs,2020,20,0
17,100,1,0,0,0,2,0,82,66,89,1,2,2,105,1,0,0,0,0,0,8,4,0,5,0,14,6.4,0,0,30,2,5,32,0,0,0,0,77,1,0,0,0,0,0,0,0,1,-0.054819587618112564,Blake Acres,0,15758,7,Fremantle,2020,44,0
15,100,0,2,2,1,0,0,80,56,87,1,0,5,132,2,1,0,1,2,1,3,6,1,4,0,16,8.4,2,0,30,8,11,74,0,0,0,0,77,0,1,1,0,0,0,0,0,0,0.007823820225894451,Josh Dunkley,0,15864,18,Western Bulldogs,2020,22,0
10,77,0,6,3,3,0,0,92,91,131,0,0,9,289,0,1,0,0,4,2,0,9,1,1,3,7,24.2,0,0,66,3,18,111,0,0,0,0,251,0,1,0,1,0,0,0,0,0,2.468513011932373,Josh J. Kennedy,3,15766,8,West Coast,2020,2,2
5,63,0,3,1,1,1,0,100,44,34,1,1,2,154,0,1,0,0,2,1,6,1,0,4,0,11,1.6,0,0,32,4,2,16,0,0,0,0,97,1,0,0,1,0,0,0,0,0,-0.023625127971172333,Rory Lobb,0,15768,8,Fremantle,2020,42,0
7,88,1,3,1,2,10,0,86,25,55,0,0,2,158,7,0,0,1,0,0,3,5,0,3,0,3,7.1,1,9,44,10,6,46,0,0,0,0,67,1,0,0,0,0,0,0,0,0,0.013188811019062996,Tom Barrass,0,15652,2,West Coast,2020,23,0
4,67,0,0,0,0,1,1,76,31,50,0,0,3,59,0,0,0,0,0,0,6,1,2,4,0,11,6.7,0,1,14,12,9,66,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0.004859205335378647,Dylan Moore,0,15841,16,Hawthorn,2020,33,0
10,83,0,0,2,0,0,0,69,61,73,1,0,5,85,0,2,0,0,0,0,6,4,0,1,0,12,5.2,0,0,37,11,13,89,1,1,0,0,166,0,1,1,0,0,0,0,0,0,0.05232980474829674,Cameron Guthrie,0,15722,5,Geelong,2020,13,0
6,100,1,3,1,2,1,0,89,24,22,0,0,1,43,2,0,1,2,0,0,6,4,0,1,0,7,0.9,1,1,43,6,7,48,0,0,0,1,195,1,0,0,0,0,0,0,0,0,-0.01324491947889328,Ben Stratton,0,15757,7,Hawthorn,2020,39,0
10,56,1,3,0,0,2,0,88,65,68,0,1,1,179,5,0,0,1,0,0,10,3,1,6,0,15,6,0,2,11,12,10,72,0,1,0,0,79,0,1,0,0,0,0,0,0,1,0.024670269340276718,Sam Menegola,0,15828,14,Geelong,2020,22,0
5,100,1,1,0,1,2,0,86,17,26,0,0,1,4,0,0,1,2,0,0,6,3,0,0,0,7,2.6,0,1,33,3,9,57,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0.018010513857007027,Aiden Bonar,0,15781,10,North Melbourne,2020,21,0
13,77,1,3,0,1,1,0,81,59,89,1,1,3,251,2,0,0,1,0,0,10,5,0,4,0,20,5.7,1,1,8,8,3,26,0,0,0,0,59,1,0,0,0,0,0,0,0,1,-0.03224010020494461,Oliver Florent,0,15749,6,Sydney,2020,42,0
10,83,2,1,0,0,0,0,80,46,55,0,0,5,175,2,0,0,0,0,0,3,5,0,1,0,6,1.9,0,0,26,7,10,67,0,0,0,0,160,1,0,0,0,0,0,0,0,1,0.019002707675099373,Josh Caddy,0,15704,4,Richmond,2020,21,0
18,82,0,2,2,1,1,0,79,71,120,4,4,3,297,1,0,1,1,0,0,7,6,3,8,0,20,12.9,2,0,52,9,7,51,0,0,0,0,136,1,0,1,0,0,0,0,0,0,-0.11209920048713684,Tom Liberatore,0,15750,6,Western Bulldogs,2020,43,0
10,77,0,4,2,3,0,0,78,46,53,2,0,3,140,2,1,0,0,1,0,5,5,1,6,0,16,10,0,0,69,8,7,50,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0.016893329098820686,Tyson Stengle,0,15773,9,Adelaide,2020,20,0
13,100,0,3,2,2,2,0,88,58,78,1,2,5,53,3,0,0,2,4,0,5,4,1,3,0,7,9.4,1,1,33,12,13,90,0,0,0,0,136,0,1,0,0,0,0,0,1,0,0.06300646811723709,Rhys Stanley,0,15781,10,Geelong,2020,14,0
8,50,0,2,0,1,4,0,86,68,99,0,0,5,280,3,1,0,0,0,0,9,4,2,7,0,14,8.9,1,1,16,7,9,61,0,0,0,0,258,0,1,0,0,0,1,0,0,0,0.21265269815921783,Brad Ebert,0,15865,18,Port Adelaide,2020,10,0
11,69,1,6,2,4,0,0,76,66,67,0,4,0,303,0,4,0,0,1,0,5,6,0,2,0,23,5.8,0,0,22,5,5,35,0,0,0,0,187,1,0,1,0,0,0,0,0,0,-0.13942696154117584,Jack Steven,0,15751,7,Geelong,2020,44,0
9,90,2,2,2,1,8,0,91,30,72,0,0,0,14,6,0,1,2,0,0,6,4,0,3,0,7,8.9,0,8,4,6,12,78,0,0,0,0,55,0,1,0,0,0,0,0,0,0,-8.258476736955345e-4,Dougal Howard,0,15784,10,St Kilda,2020,29,0
13,59,0,3,1,1,0,0,77,98,108,2,5,7,206,4,1,0,0,1,0,8,3,2,8,0,18,9.9,1,0,32,14,13,92,0,0,2,1,145,0,1,1,0,0,0,0,0,0,0.5294545888900757,David Swallow,1,15754,7,Gold Coast,2020,5,0
6,86,0,0,0,0,3,0,93,43,52,0,0,1,32,1,0,0,1,0,0,9,3,0,0,0,13,3.1,0,3,54,11,11,77,0,0,0,0,94,0,1,0,0,0,0,0,0,1,-0.013399109244346619,Kamdyn McIntosh,0,15755,7,Richmond,2020,33,0
10,77,3,0,0,0,0,0,78,80,98,0,4,2,183,3,1,0,0,0,0,9,6,0,5,0,24,10,0,0,3,7,9,61,0,0,0,0,27,1,0,1,0,0,0,0,0,0,0.16717872023582458,Will Setterfield,0,15756,7,Carlton,2020,15,0
12,75,6,2,0,1,2,0,80,59,73,0,0,3,442,7,0,0,0,0,0,7,10,0,4,0,10,2.8,2,2,28,6,14,90,0,1,0,0,193,0,1,0,0,0,1,0,0,0,0.021840399131178856,Jack Gunston,0,15622,1,Hawthorn,2020,21,0
2,100,0,1,0,1,1,0,90,32,28,0,0,1,39,0,0,0,0,2,0,2,2,0,0,1,18,1.7,0,1,44,9,12,81,0,0,0,0,3,0,1,0,1,0,0,0,0,0,-0.014939232729375362,Darcy Cameron,0,15661,3,Collingwood,2020,36,0
9,90,2,0,1,0,3,1,86,37,79,0,0,1,126,7,0,0,1,0,0,7,5,0,5,0,10,8.8,1,2,13,3,8,51,1,1,0,0,53,1,0,0,0,1,0,0,0,0,0.045440349727869034,Luke Ryan,0,15706,4,Fremantle,2020,18,0
21,78,4,4,1,0,1,0,80,108,129,0,3,4,463,4,0,0,0,0,0,10,12,2,5,0,17,8,1,1,27,5,4,29,0,0,2,0,79,1,0,0,0,0,0,0,0,1,0.6847720146179199,Blake Acres,0,15836,15,Fremantle,2020,2,2
9,69,0,4,2,0,0,0,83,51,66,0,0,3,109,1,0,0,0,0,0,7,3,1,4,1,10,7.3,1,0,35,11,12,83,0,0,0,0,20,0,1,0,0,0,1,0,0,0,0.008459317497909069,Chayce Jones,0,15834,15,Adelaide,2020,24,0
4,50,0,1,0,0,0,0,71,45,35,0,0,2,169,0,2,0,0,1,0,2,3,1,1,1,8,-0.8,0,0,21,8,4,32,0,0,0,0,129,1,0,0,0,0,1,0,0,0,-0.025127436965703964,Alex Sexton,0,15816,12,Gold Coast,2020,43,0
17,85,4,3,1,0,4,0,90,81,106,1,1,2,210,5,0,0,1,0,0,9,9,0,6,0,9,7.2,0,3,35,8,10,68,0,0,0,0,41,0,1,0,0,0,1,0,0,0,0.30166158080101013,Hunter Clark,0,15814,12,St Kilda,2020,8,0
9,64,2,2,1,1,3,1,86,47,75,0,0,2,234,5,0,1,1,0,0,12,4,0,3,0,18,8.6,1,1,57,5,5,35,0,0,0,0,167,1,0,0,0,1,0,0,0,0,-0.022690314799547195,Jamie Macmillan,0,15803,11,North Melbourne,2020,36,0
17,68,1,3,1,0,0,0,95,99,109,0,4,4,501,3,0,0,0,0,0,1,11,2,5,0,6,14.4,3,0,9,14,6,50,0,0,6,0,26,0,1,0,0,0,0,0,0,1,1.383057951927185,Josh Daicos,2,15783,10,Collingwood,2020,2,2
9,64,1,3,2,2,5,0,85,74,134,0,5,2,184,5,0,1,2,0,0,7,7,1,6,0,13,14.6,2,3,1,11,7,53,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0.3667801320552826,Marc Pittonet,0,15651,2,Carlton,2020,4,0
3,75,1,0,0,0,2,0,41,26,40,0,0,2,49,2,0,0,0,0,0,3,1,0,1,0,9,4.7,1,2,48,5,6,41,0,0,0,0,101,1,0,0,0,0,0,0,1,0,0.007039383053779602,Tom Hickey,0,15703,4,West Coast,2020,26,0
7,88,0,0,2,0,7,0,60,53,117,1,3,2,36,1,0,0,2,0,0,5,1,1,4,0,9,14.3,2,6,8,10,4,34,0,0,0,0,26,0,1,0,0,0,0,0,1,0,0.6081896424293518,Ivan Soldo,0,15749,6,Richmond,2020,5,0
11,58,0,3,1,2,1,0,85,72,91,0,1,5,140,4,0,0,0,1,1,1,3,4,8,2,7,10.6,2,1,14,11,7,53,0,0,0,0,34,1,0,0,1,0,0,0,0,0,0.07560637593269348,Cameron Zurhaar,0,15747,6,North Melbourne,2020,18,0
5,56,1,0,1,0,3,0,82,42,48,0,0,2,96,3,1,0,1,0,0,3,3,0,1,0,5,3.7,0,2,4,11,7,53,0,0,0,0,13,0,1,0,0,1,0,0,0,0,-0.002891999902203679,Brandon Starcevich,0,15767,8,Brisbane Lions,2020,34,0
8,73,0,0,0,0,1,0,75,52,88,2,0,6,126,1,0,0,0,0,0,6,2,4,7,1,15,13.3,1,1,2,14,6,50,0,0,0,0,66,0,1,0,0,0,1,0,0,0,-0.01781577430665493,Lincoln McCarthy,0,15823,13,Brisbane Lions,2020,39,0
7,54,2,4,1,1,1,1,77,47,37,0,0,1,194,1,0,0,1,0,0,6,5,0,4,0,7,1,0,1,5,9,8,57,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0.012577171437442303,Tom Williamson,0,15846,16,Carlton,2020,21,0
7,58,6,2,0,0,7,0,90,34,69,0,0,1,258,5,0,1,3,0,0,1,4,0,5,0,3,11.5,0,7,7,11,7,53,0,0,0,0,73,1,0,0,0,0,0,0,0,0,0.033418215811252594,Blake Hardwick,0,15763,8,Hawthorn,2020,21,0
13,77,1,1,0,0,0,0,83,63,68,0,0,6,187,3,0,0,1,0,0,5,5,0,1,0,9,3.7,1,0,43,7,14,91,0,0,0,0,95,0,1,0,0,1,0,0,0,0,0.0034677537623792887,Christian Salem,0,15757,7,Melbourne,2020,26,0
4,100,1,0,0,0,0,0,81,10,19,0,0,2,19,3,0,0,0,0,0,4,2,0,2,0,6,1.7,1,0,1,11,7,53,0,0,0,0,24,0,1,0,0,1,0,0,0,0,0.019351301714777946,Noah Answerth,0,15810,12,Brisbane Lions,2020,23,0
9,64,2,2,0,0,0,0,84,77,98,0,0,5,237,1,0,0,0,0,0,4,7,0,1,0,9,2,0,0,41,12,13,90,0,0,0,0,85,0,1,0,0,0,1,0,0,0,0.2745005190372467,Jason Castagna,0,15769,9,Richmond,2020,4,0
12,67,1,3,1,1,2,0,89,81,90,1,3,4,143,2,0,0,1,3,0,5,3,1,6,0,10,7.5,1,2,15,10,4,34,0,0,0,0,251,1,0,0,0,0,0,0,1,0,-0.08696094900369644,Todd Goldstein,0,15857,18,North Melbourne,2020,44,0
6,60,0,3,0,2,0,0,70,39,41,0,0,5,153,0,0,0,0,0,0,3,1,3,4,0,9,5.8,0,0,10,4,9,58,0,0,0,0,120,1,0,0,0,0,0,0,0,0,0.007699398323893547,Jarman Impey,0,15819,13,Hawthorn,2020,32,0
3,75,0,1,0,0,1,0,67,24,30,0,0,0,40,0,0,0,0,0,0,2,1,1,3,0,7,0.4,0,1,31,7,2,19,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0.005314611364156008,Zac Foot,0,15821,13,Sydney,2020,27,0
2,100,0,2,0,1,0,0,91,5,8,0,0,1,42,0,0,0,0,1,1,0,1,0,0,0,3,0.1,0,0,63,4,4,28,0,0,0,0,26,1,0,0,0,0,1,0,0,0,0.012130044400691986,Nick Larkey,0,15833,14,North Melbourne,2020,15,0
9,90,0,0,1,0,2,0,81,39,68,0,0,4,58,1,0,0,0,0,0,3,2,1,3,0,11,10.4,0,0,0,7,11,73,0,0,0,0,99,0,0,0,0,0,1,0,0,0,0.04730892926454544,Anthony McDonald-Tipungwuti,0,15807,11,Essendon,2020,14,0
10,91,1,2,0,1,4,0,96,53,71,1,0,1,166,5,0,2,4,0,0,1,7,0,2,0,4,6.5,1,4,13,4,10,64,0,0,0,0,35,0,1,0,0,1,0,0,0,0,0.006406289059668779,Charlie Ballard,0,15706,4,Gold Coast,2020,24,0
6,86,4,1,1,0,10,0,92,28,58,0,0,2,270,4,0,1,3,0,0,4,5,0,2,0,4,7.8,2,8,37,12,6,48,0,0,0,0,113,1,0,0,0,0,0,0,0,0,0.018356062471866608,Trent McKenzie,0,15724,5,Port Adelaide,2020,16,0
7,78,0,1,0,0,2,0,96,40,75,0,0,4,190,2,1,0,0,3,1,0,4,1,2,1,8,15.9,0,0,17,12,11,78,0,0,0,0,92,0,1,0,1,0,0,0,0,0,0.012451183050870895,Eric Hipwood,0,15861,18,Brisbane Lions,2020,22,0
3,33,1,2,1,1,4,0,85,58,70,0,0,4,315,2,1,0,0,1,0,1,2,0,1,1,8,0,1,4,9,9,5,39,0,0,0,0,45,1,0,0,1,0,0,0,0,0,-0.027357686311006546,Harry McKay,0,15838,15,Carlton,2020,40,0
21,88,4,1,1,0,3,0,84,79,114,0,1,5,319,6,0,0,1,0,0,3,10,0,6,0,6,10.3,2,3,44,9,12,81,0,0,0,0,137,0,1,0,0,0,0,0,0,0,0.14192213118076324,Jack Crisp,0,15661,3,Collingwood,2020,9,0
3,60,0,2,3,1,4,0,78,21,39,0,0,2,42,1,0,0,0,1,1,1,1,1,2,0,4,6.1,0,2,32,11,8,59,0,0,0,0,62,0,1,0,1,0,0,0,0,0,0.03367611765861511,Mason Cox,0,15743,6,Collingwood,2020,19,0
12,80,4,0,0,0,5,0,90,59,88,0,0,0,284,3,0,1,3,0,0,2,9,0,2,0,3,2.4,0,5,31,7,2,19,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0.0024133101105690002,Robbie Fox,0,15821,13,Sydney,2020,32,0
9,64,0,3,1,1,1,0,78,52,53,1,0,4,318,1,1,0,0,0,0,6,4,0,2,0,15,8.2,0,0,28,11,9,65,0,0,0,0,186,0,1,0,0,0,1,0,0,0,0.015042365528643131,Luke Dahlhaus,0,15822,13,Geelong,2020,29,0
14,88,2,2,2,1,3,0,90,72,92,0,0,2,139,4,0,0,0,0,0,7,7,0,4,0,9,8.5,1,3,4,7,8,55,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0.06647530198097229,Brandon Zerk-Thatcher,0,15785,10,Essendon,2020,20,0
7,88,3,1,1,1,4,0,96,39,62,0,0,0,138,4,0,0,1,0,0,6,4,0,1,0,9,5.6,0,3,9,5,6,41,0,0,0,0,31,1,0,0,0,0,0,0,0,0,-0.009682933799922466,Robbie Fox,0,15783,10,Sydney,2020,35,0
9,82,3,0,0,0,6,0,87,60,88,0,0,2,218,6,0,0,1,0,0,11,5,0,3,0,15,7.8,0,4,36,4,6,40,0,0,0,0,388,1,0,0,0,0,0,0,0,0,-0.01718636229634285,Shaun Burgoyne,0,15854,17,Hawthorn,2020,36,0
21,68,2,4,0,0,2,0,86,100,115,0,3,2,417,4,1,0,0,0,0,14,11,0,8,0,19,10.1,0,2,0,6,5,36,0,1,8,1,303,0,0,1,0,0,0,0,0,0,1.9551690816879272,Scott Pendlebury,3,15624,2,Collingwood,2020,1,3
8,62,3,1,1,1,1,0,81,48,75,0,1,2,334,2,0,3,4,0,0,7,5,0,1,0,8,3,0,1,66,9,6,45,0,1,0,0,105,1,0,0,0,1,0,0,0,0,4.4635162339545786e-5,Brayden Maynard,0,15766,8,Collingwood,2020,30,0
13,72,0,1,1,1,0,0,80,60,72,0,3,2,116,3,1,0,0,0,0,6,5,1,4,0,12,6.8,0,0,24,6,7,48,0,0,0,0,281,1,0,0,0,0,0,0,0,1,-0.005392539780586958,Marc Murphy,0,15832,14,Carlton,2020,37,0
16,84,6,2,0,1,5,0,98,64,90,0,0,3,380,5,0,1,2,0,0,3,11,0,2,0,4,7.8,1,5,43,7,14,91,0,0,2,0,137,0,1,0,0,1,0,0,0,0,0.07006080448627472,Steven May,0,15757,7,Melbourne,2020,9,0
1,100,0,0,0,0,3,0,53,15,32,0,0,1,-3,0,0,0,1,4,0,1,0,0,0,0,8,4.1,0,3,24,12,10,72,0,0,0,0,9,0,1,0,0,0,1,0,0,0,0.006903631146997213,Darcy Cameron,0,15832,14,Collingwood,2020,26,0
4,67,0,5,0,3,2,0,74,36,71,0,0,6,121,0,1,0,0,2,1,2,2,1,2,1,13,6.2,0,1,18,7,11,73,0,0,0,1,191,0,1,0,0,1,0,0,0,0,0.18002207577228546,Jarryn Geary,0,15719,5,St Kilda,2020,12,0
18,58,1,2,1,0,2,0,98,123,147,2,2,13,568,7,2,0,0,1,1,3,9,2,9,0,15,8.6,4,0,37,23,10,83,1,1,5,0,163,0,1,1,0,0,0,0,0,0,1.602713704109192,Lachie Neale,3,15707,4,Brisbane Lions,2020,3,1
5,71,0,1,1,0,1,0,74,41,69,0,0,5,213,0,1,0,0,2,1,4,4,1,2,0,10,4.3,0,1,42,9,14,93,0,0,0,0,6,0,1,0,0,0,1,0,0,0,-0.004515843000262976,Laitham Vandermeer,0,15752,7,Western Bulldogs,2020,33,0
6,75,5,0,0,0,6,0,100,46,66,0,0,1,178,5,0,0,4,0,0,7,5,0,0,0,8,8.1,1,5,37,4,8,52,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0.003194250399246812,Sam Collins,0,15722,5,Gold Coast,2020,33,0
15,75,3,1,4,0,1,3,91,89,107,0,0,5,523,3,0,0,0,1,1,7,9,0,2,0,12,10.8,0,0,69,8,7,50,0,0,0,0,107,1,0,0,0,0,0,0,0,1,0.15763984620571136,Paul Seedsman,0,15773,9,Adelaide,2020,14,0
4,80,0,0,1,0,0,0,86,14,25,0,0,3,20,0,0,0,0,6,1,0,1,1,3,0,5,3.4,0,0,33,3,4,27,0,0,0,0,27,1,0,0,1,0,0,0,0,0,6.820826092734933e-4,Ben King,0,15817,13,Gold Coast,2020,33,0
14,70,3,3,0,0,4,0,88,76,97,0,3,4,440,2,0,0,0,0,0,11,10,1,5,0,22,11.4,0,0,15,7,7,49,0,0,3,0,101,0,1,0,0,1,0,0,0,0,0.5051324963569641,Liam Duggan,0,15857,18,West Coast,2020,6,0
6,67,1,1,0,0,8,0,97,36,62,0,0,1,168,3,0,0,3,1,1,2,3,0,3,0,3,5,0,6,17,12,11,78,0,0,0,0,123,0,1,0,0,0,0,0,0,0,-0.007964612916111946,Darcy Gardiner,0,15861,18,Brisbane Lions,2020,33,0
5,71,0,1,1,1,1,0,79,50,75,0,2,1,7,3,0,0,0,0,0,5,1,0,5,0,8,9.8,1,0,52,7,16,103,0,0,0,0,12,0,1,0,0,0,0,0,1,0,-0.003999271895736456,Marc Pittonet,0,15750,6,Carlton,2020,27,0
7,78,1,0,1,0,6,0,97,37,64,0,0,1,173,7,0,1,5,0,0,2,3,0,2,0,2,8.4,1,5,24,9,12,81,0,0,0,0,126,1,0,0,0,0,0,0,0,0,0.029094887897372246,Liam Jones,0,15615,1,Carlton,2020,18,0
12,80,0,2,1,1,4,0,74,68,110,1,0,6,253,3,2,0,0,2,0,2,9,3,6,2,6,14.6,1,2,3,10,9,64,0,0,0,0,27,0,1,0,0,0,1,0,0,0,0.21289871633052826,Todd Marshall,0,15756,7,Port Adelaide,2020,11,0
10,71,0,1,2,0,2,0,72,93,111,0,0,6,188,1,2,0,0,2,1,3,5,0,3,0,13,18.5,0,2,12,11,8,59,0,0,5,0,11,0,1,0,0,0,1,0,0,0,1.385879635810852,Shane McAdam,0,15845,16,Adelaide,2020,3,1
8,89,0,3,1,1,1,0,84,45,76,0,0,5,58,0,0,0,0,1,1,2,3,0,4,0,7,9.4,0,0,35,11,12,83,0,0,0,0,21,0,1,0,1,0,0,0,0,0,0.022545596584677696,Darcy Fogarty,0,15834,15,Adelaide,2020,17,0
9,90,1,0,0,0,4,0,97,41,69,0,0,0,192,2,0,0,2,0,0,2,8,0,2,0,3,6,0,4,27,9,7,51,0,0,0,0,132,1,0,0,0,0,0,0,0,0,0.011150800622999668,Steven May,0,15623,1,Melbourne,2020,24,0
9,82,1,2,1,1,0,0,74,33,72,0,3,1,177,1,0,1,1,0,0,11,4,1,5,0,22,8.2,1,0,64,5,5,35,0,0,0,0,29,1,0,1,0,0,0,0,0,0,-0.009174243547022343,Luke Davies-Uniacke,0,15850,17,North Melbourne,2020,33,0
8,57,0,4,1,1,0,0,92,40,35,1,1,3,242,0,0,0,0,2,1,6,4,0,3,0,8,2.9,0,0,53,5,4,29,0,0,0,0,142,1,0,0,0,0,0,0,0,1,-0.03277406096458435,Tom Lynch,0,15664,3,Adelaide,2020,40,0
