effective_disposals,disposal_efficiency_percentage,rebounds,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
8,73,0,1,0,0,0,0,91,85,126,0,1,7,150,0,2,0,0,6,4,0,7,1,1,2,9,21.9,1,0,59,9,14,93,1,1,5,0,267,0,1,0,0,0,1,0,0,0,1.198899745941162,Tom Hawkins,1,15804,11,Geelong,2020,3,1
3,60,0,1,1,0,1,0,77,24,24,0,0,1,98,0,0,0,0,1,0,1,1,1,2,0,6,1,0,1,37,4,7,46,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0.004785055294632912,Elliott Himmelberg,0,15707,4,Adelaide,2020,27,0
12,80,1,1,1,0,2,0,86,75,114,0,1,8,247,3,1,0,0,2,1,1,8,1,3,0,6,14.8,4,1,29,10,10,70,0,0,2,0,271,0,1,0,0,0,1,0,0,0,0.408703088760376,Justin Westhoff,0,15700,3,Port Adelaide,2020,7,0
7,78,0,2,1,0,0,0,78,33,50,0,0,2,89,4,0,0,0,1,0,2,3,2,5,0,14,6.4,1,0,49,8,5,38,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0.003096566302701831,Jack Mahony,0,15723,5,North Melbourne,2020,24,0
6,60,1,3,1,0,2,0,79,56,58,0,0,5,229,0,0,0,0,1,1,4,5,1,2,0,10,-0.6,0,1,50,13,11,79,0,0,0,0,31,0,1,0,1,0,0,0,0,0,-0.021774468943476677,Todd Marshall,0,15851,17,Port Adelaide,2020,36,0
2,100,0,2,0,2,2,0,74,12,24,0,0,1,77,0,0,0,0,5,0,3,2,0,0,0,7,3.4,0,1,5,4,8,52,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0.00976529996842146,Hayden McLean,0,15846,16,Sydney,2020,23,0
13,72,2,1,0,0,1,2,81,61,80,0,2,3,458,5,0,0,0,0,0,6,7,0,4,0,7,11.5,2,1,38,5,8,53,0,0,0,0,127,1,0,0,0,0,0,0,0,0,0.0012474276591092348,Nathan Wilson,0,15830,14,Fremantle,2020,29,0
8,53,1,1,1,0,1,0,85,60,80,1,4,3,357,2,0,0,0,0,0,11,5,1,5,1,15,8.3,3,1,32,7,11,73,0,1,0,0,79,0,1,1,0,0,0,0,0,0,0.11228745430707932,Hugh McCluggage,0,15855,17,Brisbane Lions,2020,9,0
5,63,0,2,1,0,1,0,67,40,54,1,1,6,136,0,0,0,0,1,0,2,1,2,3,0,9,5,1,1,2,14,6,50,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.013716466724872589,Tom Fullarton,0,15823,13,Brisbane Lions,2020,23,0
8,100,0,0,1,0,0,0,87,23,40,1,0,1,42,3,0,0,0,0,0,17,2,0,3,0,23,5.6,1,0,24,9,16,105,0,0,0,0,40,0,1,0,0,0,0,0,0,1,0.0015386620070785284,Jack Graham,0,15615,1,Richmond,2020,27,0
14,74,1,0,2,0,1,0,89,74,114,4,2,4,284,0,0,0,0,1,0,5,9,1,4,0,9,16.4,2,0,32,3,17,105,0,0,0,1,134,0,1,1,0,0,0,0,0,0,0.32404786348342896,Stephen Coniglio,0,15619,1,Greater Western Sydney,2020,14,0
8,100,1,1,0,1,10,0,91,33,65,0,0,5,43,3,0,1,7,0,0,1,3,0,2,0,1,6.6,2,10,60,7,14,91,0,0,3,0,272,0,1,0,0,1,0,0,0,0,0.8912456631660461,Harry Taylor,0,15809,12,Geelong,2020,4,0
10,48,0,5,1,1,0,0,90,76,83,0,0,5,386,0,0,0,0,4,1,2,5,4,6,1,11,8.4,0,0,17,10,6,46,0,0,0,0,150,1,0,0,0,0,1,0,0,0,0.03179251030087471,Toby Greene,0,15748,6,Greater Western Sydney,2020,23,0
8,89,4,1,0,1,6,0,89,43,69,0,0,2,78,4,0,1,5,0,0,2,6,0,2,0,3,7.6,1,6,20,10,4,34,0,0,0,0,191,1,0,0,0,0,0,0,0,0,0.01728282868862152,Daniel Talia,0,15725,5,Adelaide,2020,18,0
3,50,1,1,1,1,5,0,80,28,45,0,0,0,130,3,0,0,2,0,0,2,2,0,1,1,3,4.9,0,5,17,1,10,61,0,0,0,0,76,1,0,0,0,0,0,0,0,0,-0.010324288159608841,Mitch McGovern,0,15861,18,Carlton,2020,36,0
9,60,0,2,1,0,0,0,71,78,71,1,0,2,347,1,0,0,0,0,0,7,6,0,3,0,17,4.1,1,0,61,6,17,108,0,0,0,0,14,0,1,1,0,0,0,0,0,0,-0.04845597222447395,Quinton Narkle,0,15649,2,Geelong,2020,37,0
12,75,2,3,4,0,4,0,82,76,107,1,1,3,219,6,0,0,0,0,0,12,7,2,5,0,16,17.9,2,2,5,7,12,79,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0.07964520901441574,Trent Rivers,0,15852,17,Melbourne,2020,15,0
9,47,1,6,2,2,1,0,78,94,74,0,6,6,565,0,0,0,0,0,0,12,7,1,2,1,24,1,0,1,41,17,4,41,0,0,0,1,176,1,0,1,0,0,0,0,0,0,0.17712128162384033,Dayne Zorko,0,15780,10,Brisbane Lions,2020,9,0
8,100,0,1,0,0,5,0,81,32,55,0,0,1,127,3,0,0,5,0,0,2,3,0,2,0,2,9.6,0,5,15,10,4,34,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0.03342088311910629,Ben McKay,0,15857,18,North Melbourne,2020,20,0
17,71,2,3,0,0,3,0,77,90,129,1,2,8,705,5,0,0,0,0,0,11,13,0,9,0,20,23.4,0,0,3,11,8,59,0,0,7,0,175,1,0,0,0,0,1,0,0,0,1.6820930242538452,Brodie Smith,1,15765,8,Adelaide,2020,3,1
23,77,3,8,0,4,3,1,85,95,115,3,2,7,520,3,0,0,0,0,0,6,11,1,8,3,11,16.6,4,1,56,8,6,44,1,1,3,0,144,1,0,1,0,0,0,0,0,0,0.8252308964729309,Taylor Adams,0,15811,12,Collingwood,2020,6,0
7,54,0,1,0,0,0,0,80,60,58,0,0,5,179,1,1,0,0,0,0,3,4,1,4,1,8,5.2,1,0,6,9,8,57,0,0,0,0,98,1,0,0,0,0,1,0,0,0,-0.011960399337112904,Travis Colyer,0,15617,1,Fremantle,2020,42,0
14,61,5,2,2,2,2,0,86,83,115,2,1,6,344,2,0,0,0,0,0,7,7,0,6,0,13,6.9,0,0,52,12,3,30,0,0,1,1,149,1,0,1,0,0,0,0,0,0,0.15506930649280548,Stephen Coniglio,0,15858,18,Greater Western Sydney,2020,7,0
10,63,2,4,2,2,3,0,83,82,88,0,2,3,114,3,1,0,0,0,0,6,5,2,4,0,21,2.5,1,1,22,9,8,57,0,0,0,0,224,0,1,0,0,0,0,0,0,1,0.05005694553256035,Chris Mayne,0,15751,7,Collingwood,2020,13,0
10,83,0,0,0,0,1,0,74,52,51,0,0,2,101,3,0,0,0,0,0,2,5,0,1,2,5,3.2,0,0,30,8,9,62,0,0,0,0,5,0,1,0,0,0,1,0,0,0,-0.0064319116063416,Brayden Ainsworth,0,15758,7,West Coast,2020,32,0
3,50,0,2,0,1,1,0,96,57,71,0,1,2,83,0,5,0,0,9,0,2,2,0,1,1,9,4.5,1,1,37,12,6,48,1,1,0,0,139,1,0,0,1,0,0,0,0,0,-0.06677823513746262,Charlie Dixon,0,15724,5,Port Adelaide,2020,43,0
5,56,1,2,0,0,1,0,69,33,28,0,0,0,91,0,0,0,0,0,0,5,3,0,1,0,7,-0.9,0,0,14,14,11,80,0,0,0,0,15,0,1,0,0,0,0,0,0,1,0.002940598176792264,Ed Phillips,0,15841,16,St Kilda,2020,34,0
17,74,1,2,2,1,1,0,86,84,114,4,3,4,317,3,1,0,0,0,0,5,9,0,7,0,18,15.7,3,0,23,7,8,55,0,0,0,0,36,1,0,0,0,0,0,0,0,1,-0.12591072916984558,Ben Keays,0,15759,7,Adelaide,2020,44,0
7,88,1,1,0,0,8,0,90,43,53,0,0,4,84,2,0,0,4,0,0,10,7,0,1,0,10,4.8,1,5,28,11,9,65,0,0,0,0,58,0,1,0,0,1,0,0,0,0,0.42658746242523193,Jack Henry,0,15822,13,Geelong,2020,7,0
6,67,1,2,0,1,2,1,98,25,41,0,0,1,71,4,0,0,1,0,0,3,1,0,3,0,3,5.3,1,2,12,9,10,69,0,0,0,0,25,1,0,0,0,0,0,0,0,0,-0.0016124180983752012,Griffin Logue,0,15650,2,Fremantle,2020,31,0
4,57,1,3,0,0,2,0,75,31,25,1,1,0,101,1,0,1,2,0,0,4,3,0,2,0,8,0.8,0,2,34,7,6,43,0,0,0,0,55,1,0,0,0,1,0,0,0,0,0.0032567211892455816,Aliir Aliir,0,15721,5,Sydney,2020,29,0
11,85,1,0,2,0,2,0,78,52,60,0,1,5,236,1,0,0,0,0,0,2,5,0,0,0,6,3.8,0,1,10,14,9,68,0,0,0,0,107,0,1,0,0,0,0,0,0,1,0.015370327048003674,Sam Mayes,0,15819,13,Port Adelaide,2020,28,0
18,95,2,0,0,0,0,0,82,82,104,0,0,5,217,8,0,0,1,0,0,4,13,0,5,0,7,8.3,3,0,20,6,8,54,0,0,0,0,87,0,1,0,0,0,0,0,0,1,0.23160719871520996,James Aish,0,15725,5,Fremantle,2020,7,0
4,57,0,2,0,1,1,0,85,35,47,1,0,3,79,0,1,0,0,1,0,1,2,0,2,1,12,5.1,0,0,29,8,6,44,0,0,0,0,226,1,0,0,1,0,0,0,0,0,-0.0021286418195813894,Robbie Gray,0,15764,8,Port Adelaide,2020,36,0
9,100,1,0,2,0,2,0,89,41,58,0,0,1,31,6,0,0,2,0,0,5,5,0,3,0,6,6.3,0,2,9,7,11,73,0,0,0,0,47,0,1,0,0,0,0,0,0,0,0.016452081501483917,Tom Cole,0,15775,9,West Coast,2020,23,0
14,74,2,2,1,0,2,1,82,70,96,0,2,4,351,4,0,0,0,0,0,4,7,0,5,1,7,10.6,2,2,27,8,8,56,0,0,1,0,14,0,1,0,0,0,0,0,0,1,0.24511151015758514,Marlion Pickett,0,15836,15,Richmond,2020,9,0
8,80,1,1,0,1,0,0,75,42,44,0,1,1,79,0,0,0,0,0,0,3,2,0,2,1,17,4.2,0,0,41,17,4,41,0,0,0,0,44,1,0,1,0,0,0,0,0,0,-0.0033010358456522226,Cameron Ellis-Yolmen,0,15780,10,Brisbane Lions,2020,29,0
14,78,1,2,0,1,2,0,80,62,86,2,3,3,204,0,0,0,0,0,0,9,5,0,7,0,24,11,1,0,1,6,8,54,0,0,0,0,121,0,1,1,0,0,0,0,0,0,0.13025660812854767,Jack Viney,0,15651,2,Melbourne,2020,10,0
7,88,1,0,1,0,0,0,78,35,48,0,3,1,55,1,0,0,0,0,0,11,2,0,2,0,18,5.6,1,0,12,5,7,47,0,0,0,0,120,1,0,0,0,1,0,0,0,0,-0.007107366807758808,Adam Kennedy,0,15845,16,Greater Western Sydney,2020,30,0
14,100,1,0,0,0,0,0,78,45,72,1,0,6,175,1,0,0,1,1,0,10,5,0,1,0,17,9.2,0,0,30,8,11,74,0,0,0,0,40,0,1,1,0,0,0,0,0,0,0.01842491887509823,Bailey Smith,0,15864,18,Western Bulldogs,2020,17,0
6,60,0,4,1,1,2,0,72,43,49,0,0,3,146,1,0,0,0,1,1,0,3,0,2,1,3,1.8,0,1,24,9,8,57,0,0,0,0,53,0,1,0,0,0,1,0,0,0,-0.007990570738911629,Bailey Dale,0,15659,3,Western Bulldogs,2020,39,0
16,84,4,4,0,0,5,2,86,69,103,0,0,2,333,6,0,0,0,0,0,4,9,0,4,0,7,11.2,0,4,42,9,7,51,0,0,0,0,75,1,0,0,0,1,0,0,0,0,0.03638241067528725,Conor McKenna,0,15752,7,Essendon,2020,13,0
3,50,2,6,0,3,5,0,97,17,23,0,0,0,138,4,0,2,3,0,0,4,1,0,3,0,7,5,0,5,4,7,7,49,0,0,0,0,78,1,0,0,0,1,0,0,0,0,0.013647341169416904,Oscar McDonald,0,15767,8,Melbourne,2020,25,0
9,69,1,2,0,1,0,1,80,57,63,0,0,2,140,0,0,0,0,0,0,8,2,0,2,0,15,0,0,0,1,3,8,51,0,0,0,0,210,1,0,0,0,0,0,0,0,1,0.05064433068037033,David Zaharakis,0,15705,4,Essendon,2020,15,0
6,55,0,2,0,2,0,0,92,35,49,1,1,3,160,0,0,0,0,1,0,5,4,1,4,0,8,1.2,1,0,2,6,10,66,0,0,0,1,137,0,1,1,0,0,0,0,0,0,0.04494715481996536,Stephen Coniglio,0,15702,4,Greater Western Sydney,2020,17,0
4,50,1,1,0,0,3,0,96,47,61,0,0,2,194,2,0,0,1,3,0,1,3,0,2,0,5,0.8,1,2,14,11,6,47,0,0,0,0,104,0,1,0,1,0,0,0,0,0,0.0047071874141693115,Rory Lobb,0,15844,16,Fremantle,2020,30,0
7,44,0,3,1,1,2,0,94,75,89,1,6,4,441,3,0,0,1,2,1,9,5,1,6,0,12,12.5,2,2,59,10,4,34,0,0,0,0,44,1,0,0,0,0,0,0,1,0,-0.06623775511980057,Rowan Marshall,0,15804,11,St Kilda,2020,43,0
5,63,0,1,1,0,1,0,82,55,71,0,0,4,144,0,1,0,0,1,1,2,3,0,0,0,10,7.7,0,0,61,5,7,47,0,1,0,0,194,1,0,0,0,0,1,0,0,0,0.009299932047724724,Jack Gunston,0,15649,2,Hawthorn,2020,18,0
15,58,2,6,0,1,1,1,92,73,82,5,3,2,431,2,1,0,0,0,0,11,5,0,5,0,20,12.4,1,0,28,10,7,52,1,1,0,0,97,1,0,0,0,0,1,0,0,0,0.06496736407279968,Christian Petracca,0,15818,13,Melbourne,2020,16,0
15,88,5,1,1,0,1,0,76,76,101,0,0,2,372,7,0,1,3,0,0,11,10,0,3,0,16,9.9,0,1,22,8,10,68,0,0,0,0,12,0,1,0,0,1,0,0,0,0,0.09045201539993286,Isaac Quaynor,0,15856,17,Collingwood,2020,11,0
1,100,0,0,0,0,0,0,10,2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1,0,0,35,8,10,68,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0.015497869811952114,Ben Paton,0,15814,12,St Kilda,2020,22,0
7,88,4,2,0,1,2,0,90,32,48,0,0,0,263,7,0,0,0,0,0,4,6,0,2,0,4,3.6,0,2,21,7,10,67,0,0,0,0,61,0,1,0,0,1,0,0,0,0,0.022664519026875496,Aliir Aliir,0,15837,15,Sydney,2020,20,0
7,88,1,1,0,1,2,0,82,22,38,0,0,2,103,2,0,0,0,0,0,2,3,0,0,0,2,0.8,0,2,31,5,14,89,0,0,0,1,197,0,1,0,0,1,0,0,0,0,0.0408569872379303,Ben Stratton,0,15771,9,Hawthorn,2020,14,0
10,63,0,4,0,0,1,0,90,87,82,0,0,8,311,1,0,0,0,1,0,0,7,3,3,0,4,7.9,1,0,12,7,7,49,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0.03618937358260155,Jake Riccardi,0,15824,13,Greater Western Sydney,2020,19,0
8,80,0,1,3,1,2,0,84,58,83,0,0,5,159,3,1,0,0,5,1,0,7,1,2,0,11,9.2,1,2,32,11,8,59,0,0,0,0,125,0,1,0,1,0,0,0,0,0,0.012525874190032482,Will Hoskin-Elliott,0,15743,6,Collingwood,2020,27,0
8,80,1,2,1,1,2,0,84,31,52,0,2,1,184,3,0,0,0,0,0,3,4,1,4,0,6,3.8,1,2,51,7,5,37,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.008570072241127491,Lachlan Sholl,0,15782,10,Adelaide,2020,19,0
3,75,0,2,0,2,1,0,92,22,30,0,0,3,103,0,0,0,0,5,0,1,2,0,0,1,12,2,0,1,54,11,11,77,0,0,0,0,163,0,1,0,1,0,0,0,0,0,0.013618836179375648,Tom J. Lynch,0,15755,7,Richmond,2020,17,0
5,100,1,0,0,0,6,0,93,22,35,0,0,1,42,0,0,1,3,0,0,1,2,0,0,0,2,4.9,0,6,0,6,5,36,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0.036905355751514435,Jordan Roughead,0,15624,2,Collingwood,2020,22,0
25,76,10,1,0,0,2,0,89,123,138,0,0,2,443,5,0,1,2,0,0,6,17,0,4,0,12,9,0,2,57,5,5,35,0,0,0,0,120,1,0,0,0,1,0,0,0,0,-0.24624812602996826,Luke McDonald,0,15803,11,North Melbourne,2020,43,0
12,75,1,1,0,0,2,0,75,61,73,0,3,3,221,5,0,0,0,0,0,6,6,0,5,0,7,7.6,1,1,26,3,15,93,0,0,0,0,21,0,1,0,0,0,0,0,0,0,-0.010276339016854763,Nick Coffield,0,15704,4,St Kilda,2020,36,0
7,88,1,2,1,2,0,0,82,37,54,0,2,0,17,4,0,1,1,0,0,7,4,0,4,0,8,4.2,0,0,60,7,4,31,0,0,0,0,176,1,0,0,0,1,0,0,0,0,0.014231489039957523,Hamish Hartlett,0,15809,12,Port Adelaide,2020,21,0
9,82,0,1,0,0,0,0,75,39,53,0,0,2,7,0,0,0,0,1,0,2,2,1,3,0,8,6.2,0,0,9,4,10,64,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0.004105925559997559,Brad Close,0,15775,9,Geelong,2020,28,0
13,77,9,1,0,0,3,0,83,64,88,0,0,1,510,4,0,0,1,0,0,8,13,0,2,0,9,5.9,1,2,15,11,9,65,0,0,0,0,284,0,1,0,0,1,0,0,0,0,0.0410018153488636,Shannon Hurn,0,15848,17,West Coast,2020,21,0
7,64,0,2,1,1,0,0,85,59,70,0,0,2,249,2,1,0,0,1,0,2,5,1,2,2,9,9.5,0,0,5,4,8,52,0,0,0,0,67,1,0,0,0,0,1,0,0,0,-0.027919674292206764,Will Hayward,0,15846,16,Sydney,2020,41,0
16,84,8,0,0,0,8,0,96,84,122,0,0,4,467,7,0,1,5,0,0,2,15,0,2,0,2,14.8,2,8,5,7,12,79,0,0,6,0,147,0,1,0,0,0,0,0,0,0,1.166316032409668,Steven May,0,15852,17,Melbourne,2020,6,0
22,85,3,5,1,0,0,3,77,100,118,0,0,5,542,5,0,0,0,0,0,1,16,0,5,0,5,5.5,1,0,8,10,4,34,0,0,4,0,77,0,1,0,0,1,0,0,0,0,1.5434821844100952,Jayden Short,0,15749,6,Richmond,2020,2,2
8,44,2,7,0,2,0,1,85,86,70,0,1,3,255,0,2,0,0,1,0,6,4,0,5,0,21,9,0,0,1,3,8,51,0,0,0,0,141,1,0,0,0,0,1,0,0,0,0.09796331822872162,Devon Smith,0,15705,4,Essendon,2020,12,0
11,52,0,5,1,2,1,0,89,79,106,0,4,7,372,2,1,0,0,0,0,10,4,2,4,0,16,10.7,3,0,2,13,6,49,1,1,5,1,142,0,1,1,0,0,0,0,0,0,1.4736454486846924,Marcus Bontempelli,1,15843,16,Western Bulldogs,2020,2,2
5,56,0,1,1,0,1,0,80,53,59,0,0,2,149,1,1,0,0,2,1,0,3,1,1,2,5,4.6,0,1,22,8,10,68,0,0,0,0,55,0,1,0,0,0,1,0,0,0,-0.017817070707678795,Brody Mihocek,0,15856,17,Collingwood,2020,38,0
10,67,1,4,1,1,1,0,75,74,73,0,2,2,169,2,0,0,1,1,0,5,3,0,3,0,8,8.1,1,1,35,6,7,48,0,0,0,0,86,1,0,0,0,1,0,0,0,0,-0.007813510484993458,Jonathon Ceglar,0,15834,15,Hawthorn,2020,35,0
11,58,1,3,0,1,1,0,80,77,93,0,1,4,287,3,0,0,1,0,0,4,4,2,8,0,10,6.9,0,0,53,11,15,101,0,0,0,0,116,0,1,0,0,0,0,0,0,1,0.04901767522096634,Jack Billings,0,15774,9,St Kilda,2020,12,0
8,53,1,3,0,2,2,0,81,49,68,0,3,2,283,1,0,0,0,0,0,13,3,3,4,0,21,8.2,0,0,32,9,12,81,0,0,0,0,59,0,1,1,0,0,0,0,0,0,0.03138979151844978,Tim Kelly,0,15815,12,West Coast,2020,18,0
6,100,0,1,0,0,0,0,72,26,35,0,0,4,61,2,1,0,0,1,0,4,2,0,3,0,18,7.8,0,0,32,9,5,39,0,0,0,0,80,1,0,0,0,0,1,0,0,0,-0.01056822668761015,Daniel Rioli,0,15658,3,Richmond,2020,40,0
12,60,2,2,1,0,1,0,91,90,121,0,2,4,274,3,2,0,0,1,0,6,6,5,7,0,16,10.7,0,0,26,7,9,61,0,0,0,1,142,0,1,1,0,0,0,0,0,0,0.7089676856994629,Stephen Coniglio,0,15776,9,Greater Western Sydney,2020,6,0
12,71,0,0,2,0,0,0,90,52,69,0,3,1,208,4,0,0,0,0,0,7,4,0,4,0,19,5.5,0,0,12,1,10,61,0,0,0,0,16,0,1,0,0,0,0,0,0,1,-0.014815416187047958,Brett Bewley,0,15777,9,Fremantle,2020,38,0
12,71,5,2,1,2,2,0,87,51,80,0,0,2,310,5,0,0,1,0,0,7,6,0,4,0,7,9.1,1,2,32,14,13,92,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0.007427017204463482,Jack Lukosius,0,15754,7,Gold Coast,2020,27,0
3,43,0,1,0,0,2,0,91,36,50,0,0,2,79,0,1,0,0,2,1,1,3,1,1,0,8,3.2,0,2,51,8,4,32,0,0,0,0,167,1,0,0,1,0,0,0,0,0,-5.58122934307903e-4,Tom McDonald,0,15770,9,Melbourne,2020,26,0
14,58,0,5,1,0,1,1,82,86,100,2,3,4,372,4,0,0,1,0,0,11,4,1,7,0,19,13.7,2,1,44,6,14,90,0,0,7,0,88,0,1,1,0,0,0,0,0,0,1.118056297302246,Lachie Weller,0,15652,2,Gold Coast,2020,3,1
11,55,3,7,0,1,4,2,90,70,78,0,0,2,284,8,0,0,3,0,0,8,7,0,6,0,8,3.6,1,4,17,10,6,46,0,0,0,0,314,1,0,0,0,0,0,0,0,0,0.017638713121414185,Heath Shaw,0,15748,6,Greater Western Sydney,2020,25,0
14,67,1,3,1,0,2,0,85,69,80,0,2,2,417,2,0,0,0,0,0,2,7,1,2,0,7,8.8,0,1,16,6,7,48,0,0,0,0,91,0,1,0,0,1,0,0,0,0,0.006397819612175226,James Aish,0,15805,11,Fremantle,2020,32,0
11,55,4,6,0,1,2,0,82,78,87,1,1,1,429,7,0,0,0,0,0,17,7,1,7,0,20,2.2,0,0,33,3,4,27,0,0,0,0,55,1,0,0,0,1,0,0,0,0,-0.02700337953865528,Jack Bowes,0,15817,13,Gold Coast,2020,40,0
19,66,1,2,3,0,1,1,83,109,160,2,2,12,440,6,0,0,0,2,2,9,8,6,13,1,30,24.8,3,0,57,14,13,92,1,1,10,0,95,0,1,1,0,0,0,0,0,0,2.8738269805908203,Christian Petracca,3,15803,11,Melbourne,2020,1,3
5,71,0,6,2,6,2,0,79,48,83,1,1,4,5,1,2,0,0,1,0,7,0,0,4,0,13,4.9,3,2,9,12,6,48,0,0,0,0,200,0,1,0,0,0,0,0,1,0,0.22918079793453217,Shane Mumford,0,15838,15,Greater Western Sydney,2020,7,0
12,71,3,3,0,1,3,2,82,78,110,0,0,3,296,6,0,0,0,1,0,2,10,0,1,0,4,8.6,1,3,24,9,4,33,1,1,0,0,131,1,0,0,0,0,0,0,0,0,0.32707053422927856,Nick Haynes,0,15659,3,Greater Western Sydney,2020,9,0
13,48,2,6,0,0,3,1,82,116,104,3,2,2,500,4,0,0,0,0,0,16,6,0,8,0,22,8.4,0,0,27,6,12,78,0,0,0,1,202,0,1,1,0,0,0,0,0,0,1.4029667377471924,Luke Shuey,0,15623,1,West Coast,2020,4,0
12,71,3,4,1,1,4,0,83,66,83,0,0,1,188,9,0,0,0,0,0,5,9,0,6,0,6,4.2,1,2,56,4,16,100,0,0,0,0,152,0,1,0,0,0,0,0,0,0,0.021830713376402855,Michael Hibberd,0,15811,12,Melbourne,2020,15,0
5,50,0,2,0,2,0,0,77,40,59,0,1,5,151,0,2,0,0,1,1,0,2,1,3,1,10,8.5,1,0,30,14,10,74,0,0,0,0,30,0,1,1,0,0,0,0,0,0,0.027152733877301216,Zac Bailey,0,15662,3,Brisbane Lions,2020,20,0
16,67,0,3,1,0,0,0,84,90,105,0,2,4,361,3,1,0,0,1,0,4,7,3,9,1,15,13.7,0,0,27,9,7,51,1,1,0,0,86,1,0,1,0,0,0,0,0,0,0.33610525727272034,Christian Petracca,0,15623,1,Melbourne,2020,8,0
10,71,2,3,0,0,3,0,91,75,92,0,2,4,237,2,0,0,1,0,0,12,6,0,4,0,19,7.6,1,2,30,8,11,74,1,1,0,0,108,0,1,0,0,0,0,0,0,0,0.06494952738285065,Caleb Daniel,0,15864,18,Western Bulldogs,2020,10,0
7,50,0,1,1,0,0,0,78,54,88,2,3,4,116,2,1,0,0,0,0,5,2,2,7,1,19,5.9,1,0,9,9,5,39,0,0,0,0,34,1,0,1,0,0,0,0,0,0,-0.006273727398365736,Will Setterfield,0,15838,15,Carlton,2020,31,0
4,57,1,2,0,1,0,0,87,21,24,0,0,3,44,5,0,0,0,0,0,4,2,1,4,0,7,3.3,2,0,24,9,4,33,0,0,0,0,68,1,0,0,1,0,0,0,0,0,-0.012701465748250484,Harry Himmelberg,0,15659,3,Greater Western Sydney,2020,40,0
6,86,3,1,0,0,2,0,93,42,42,0,1,0,175,2,0,0,1,0,0,10,4,0,1,0,11,1.1,0,2,21,6,11,72,0,0,0,0,65,1,0,0,0,0,0,0,0,0,0.0034327106550335884,Nathan Broad,0,15800,11,Richmond,2020,24,0
6,60,0,1,1,0,5,0,78,79,132,1,2,4,227,2,0,0,0,0,0,5,6,0,3,1,12,14.7,3,3,35,8,10,68,0,0,5,0,251,0,1,0,0,0,0,0,1,0,0.656359851360321,Paddy Ryder,0,15814,12,St Kilda,2020,4,0
8,73,2,4,0,1,5,0,84,38,58,0,0,1,185,4,0,2,4,0,0,7,4,0,3,0,8,3.9,1,5,28,9,5,39,0,0,0,0,54,1,0,0,0,1,0,0,0,0,0.007544782478362322,Aliir Aliir,0,15701,4,Sydney,2020,26,0
4,50,0,2,1,1,0,0,79,31,50,0,1,2,45,3,2,0,0,0,0,8,0,1,4,0,18,4.5,0,0,31,4,9,58,0,0,0,0,29,1,0,1,0,0,0,0,0,0,-0.001802922459319234,Will Setterfield,0,15771,9,Carlton,2020,31,0
16,84,1,0,5,0,4,0,100,127,164,2,7,5,200,4,0,0,1,1,0,7,8,0,5,0,16,21.6,4,2,20,8,12,80,0,0,10,0,236,0,1,0,0,0,0,0,1,0,2.7165069580078125,Todd Goldstein,3,15654,2,North Melbourne,2020,1,3
13,72,5,1,2,1,5,0,95,73,118,0,0,0,351,9,0,1,5,0,0,5,11,0,2,0,6,10.4,0,5,7,10,9,64,0,0,5,0,102,0,1,0,0,0,0,0,0,0,0.8309754133224487,Lachie Plowman,0,15762,8,Carlton,2020,4,0
12,86,3,1,0,0,2,0,84,60,73,0,0,1,135,3,0,0,0,0,0,6,8,0,2,0,7,4.5,0,2,14,14,11,80,0,0,0,1,200,0,1,0,0,0,0,0,0,0,0.026615142822265625,Jarryn Geary,0,15841,16,St Kilda,2020,20,0
1,25,0,2,0,1,1,0,63,18,13,0,0,0,107,1,1,0,0,1,0,3,0,0,1,0,7,-0.4,0,1,9,7,11,73,0,0,0,0,11,0,1,0,1,0,0,0,0,0,-9.645164827816188e-4,Jarrod Cameron,0,15775,9,West Coast,2020,33,0
