season,match_round,footywire_player,player_team,AF,SC,player_name
2020,4,Kade Simpson,Carlton,68,89,Kade Simpson
2020,4,Tom Williamson,Carlton,64,76,Tom Williamson
2020,4,Levi Casboult,Carlton,94,126,Levi Casboult
2020,4,Sam P-Seton,Carlton,61,82,Sam Petrevski-Seton
2020,4,Jack Newnes,Carlton,56,73,Jack Newnes
2020,4,Lachlan Plowman,Carlton,44,63,Lachie Plowman
2020,4,Jack Martin,Carlton,45,56,Jack Martin
2020,4,Marc Pittonet,Carlton,63,94,Marc Pittonet
2020,4,Jacob Weitering,Carlton,48,70,Jacob Weitering
2020,4,Mitch McGovern,Carlton,49,68,Mitch McGovern
2020,4,Eddie Betts,Carlton,34,13,Eddie Betts
2020,4,Sam Philp,Carlton,20,32,Sam Philp
2020,4,Liam Jones,Carlton,23,39,Liam Jones
2020,4,Jack Silvagni,Carlton,6,4,Jack Silvagni
2020,4,Brandon Ellis,Gold Coast,83,87,Brandon Ellis
2020,4,Touk Miller,Gold Coast,81,111,Touk Miller
2020,4,Matt Rowell,Gold Coast,78,114,Matt Rowell
2020,4,Jack Bowes,Gold Coast,58,107,Jack Bowes
2020,4,Wil Powell,Gold Coast,50,60,Wil Powell
2020,4,Jack Lukosius,Gold Coast,68,102,Jack Lukosius
2020,4,Lachlan Weller,Gold Coast,61,58,Lachie Weller
2020,4,Jarrod Harbrow,Gold Coast,68,88,Jarrod Harbrow
2020,4,David Swallow,Gold Coast,52,63,David Swallow
2020,4,Noah Anderson,Gold Coast,56,79,Noah Anderson
2020,4,Darcy Macpherson,Gold Coast,61,52,Darcy MacPherson
2020,4,Jarrod Witts,Gold Coast,94,144,Jarrod Witts
2020,4,Ben Ainsworth,Gold Coast,62,69,Ben Ainsworth
2020,4,Nicholas Holman,Gold Coast,46,74,Nick Holman
2020,4,Charlie Ballard,Gold Coast,53,71,Charlie Ballard
2020,4,Pearce Hanley,Gold Coast,31,33,Pearce Hanley
2020,4,Ben King,Gold Coast,44,68,Ben King
2020,4,Alex Sexton,Gold Coast,41,65,Alex Sexton
2020,4,Connor Budarick,Gold Coast,30,47,Connor Budarick
2020,4,Sam Day,Gold Coast,37,57,Sam Day
2020,4,Hugh Greenwood,Gold Coast,49,61,Hugh Greenwood
2020,4,Samuel Collins,Gold Coast,42,72,Sam Collins
2020,4,Darcy Tucker,Fremantle,82,86,Darcy Tucker
2020,4,Ethan Hughes,Fremantle,67,83,Ethan Hughes
2020,4,David Mundy,Fremantle,59,84,David Mundy
2020,4,Michael Walters,Fremantle,77,113,Michael Walters
2020,4,Matthew Taberner,Fremantle,88,92,Matt Taberner
2020,4,Hayden Young,Fremantle,77,109,Hayden Young
2020,4,Reece Conca,Fremantle,49,55,Reece Conca
2020,4,Jesse Hogan,Fremantle,62,79,Jesse Hogan
2020,4,James Aish,Fremantle,55,58,James Aish
2020,4,Rory Lobb,Fremantle,56,87,Rory Lobb
2020,4,Andrew Brayshaw,Fremantle,53,78,Andrew Brayshaw
2020,4,Stephen Hill,Fremantle,45,73,Stephen Hill
2020,4,Caleb Serong,Fremantle,60,71,Caleb Serong
2020,4,Nathan Fyfe,Fremantle,36,71,Nat Fyfe
2020,4,Griffin Logue,Fremantle,57,109,Griffin Logue
2020,4,Adam Cerra,Fremantle,41,59,Adam Cerra
2020,4,Brett Bewley,Fremantle,61,81,Brett Bewley
2020,4,Luke Ryan,Fremantle,37,79,Luke Ryan
2020,4,Travis Colyer,Fremantle,31,40,Travis Colyer
2020,4,Lachlan Schultz,Fremantle,43,42,Lachie Schultz
2020,4,Nathan Wilson,Fremantle,21,22,Nathan Wilson
2020,4,Brandon Matera,Fremantle,32,48,Brandon Matera
2020,4,Lachie Neale,Brisbane Lions,123,147,Lachie Neale
2020,4,Jarryd Lyons,Brisbane Lions,77,116,Jarryd Lyons
2020,4,Hugh McCluggage,Brisbane Lions,105,141,Hugh McCluggage
2020,4,Jarrod Berry,Brisbane Lions,116,150,Jarrod Berry
2020,4,Mitch Robinson,Brisbane Lions,65,139,Mitch Robinson
2020,4,Callum Ah Chee,Brisbane Lions,59,68,Callum Ah Chee
2020,4,Cameron Rayner,Brisbane Lions,56,73,Cam Rayner
2020,4,Zac Bailey,Brisbane Lions,61,82,Zac Bailey
2020,4,Daniel Rich,Brisbane Lions,56,96,Daniel Rich
2020,4,Cameron E-Yolmen,Brisbane Lions,67,85,Cameron Ellis-Yolmen
2020,4,Daniel McStay,Brisbane Lions,56,79,Daniel McStay
2020,4,Grant Birchall,Brisbane Lions,46,70,Grant Birchall
2020,4,Ryan Lester,Brisbane Lions,44,78,Ryan Lester
2020,4,Lincoln McCarthy,Brisbane Lions,71,81,Lincoln McCarthy
2020,4,Darcy Gardiner,Brisbane Lions,47,60,Darcy Gardiner
2020,4,Harris Andrews,Brisbane Lions,56,96,Harris Andrews
2020,4,Charlie Cameron,Brisbane Lions,53,88,Charlie Cameron
2020,4,Eric Hipwood,Brisbane Lions,45,67,Eric Hipwood
2020,4,Brandon Starcevich,Brisbane Lions,46,64,Brandon Starcevich
2020,4,Archie Smith,Brisbane Lions,35,49,Archie Smith
2020,4,Dayne Zorko,Brisbane Lions,31,47,Dayne Zorko
2020,4,Oscar McInerney,Brisbane Lions,46,30,Oscar McInerney
2020,4,Brad Crouch,Adelaide,82,102,Brad Crouch
2020,4,Brodie Smith,Adelaide,73,106,Brodie Smith
2020,4,Rory Laird,Adelaide,58,86,Rory Laird
2020,4,Tom Lynch,Adelaide,59,65,Tom Lynch
2020,4,Luke Brown,Adelaide,66,77,Luke Brown
2020,4,Ben Keays,Adelaide,72,76,Ben Keays
2020,4,Ned McHenry,Adelaide,45,33,Ned McHenry
2020,4,Rory Sloane,Adelaide,49,84,Rory Sloane
2020,4,Myles Poholke,Adelaide,66,74,Myles Poholke
2020,4,Taylor Walker,Adelaide,52,83,Taylor Walker
2020,4,Chayce Jones,Adelaide,41,50,Chayce Jones
2020,4,Jake Kelly,Adelaide,59,81,Jake Kelly
2020,4,Reilly O'Brien,Adelaide,68,88,Reilly O'Brien
2020,4,Ben Crocker,Adelaide,46,52,Ben Crocker
2020,4,Billy Frampton,Adelaide,47,53,Billy Frampton
2020,4,Tom Doedee,Adelaide,34,48,Tom Doedee
2020,4,Lachlan Murphy,Adelaide,50,53,Lachlan Murphy
2020,4,Daniel Talia,Adelaide,32,76,Daniel Talia
2020,4,Elliott Himmelberg,Adelaide,24,24,Elliott Himmelberg
2020,4,Shane McAdam,Adelaide,25,26,Shane McAdam
2020,4,Fischer McAsey,Adelaide,19,36,Fischer McAsey
2020,4,Will Hamill,Adelaide,16,22,Will Hamill
2020,4,Clayton Oliver,Melbourne,78,111,Clayton Oliver
2020,4,Jack Viney,Melbourne,68,91,Jack Viney
2020,4,Adam Tomlinson,Melbourne,75,82,Adam Tomlinson
2020,4,James Harmes,Melbourne,44,61,James Harmes
2020,4,Christian Petracca,Melbourne,76,89,Christian Petracca
2020,4,Max Gawn,Melbourne,99,141,Max Gawn
2020,4,Ed Langdon,Melbourne,59,79,Ed Langdon
2020,4,Angus Brayshaw,Melbourne,70,114,Angus Brayshaw
2020,4,Trent Rivers,Melbourne,44,33,Trent Rivers
2020,4,Jake Melksham,Melbourne,42,28,Jake Melksham
2020,4,Michael Hibberd,Melbourne,43,75,Michael Hibberd
2020,4,Christian Salem,Melbourne,51,51,Christian Salem
2020,4,Steven May,Melbourne,36,67,Steven May
2020,4,Jake Lever,Melbourne,33,58,Jake Lever
2020,4,Kysaiah Pickett,Melbourne,31,51,Kysaiah Pickett
2020,4,Tom McDonald,Melbourne,34,52,Tom McDonald
2020,4,Jay Lockhart,Melbourne,34,45,Jay Lockhart
2020,4,Aaron Vandenberg,Melbourne,24,33,Aaron vandenBerg
2020,4,Mitchell Hannan,Melbourne,41,52,Mitch Hannan
2020,4,Joel Smith,Melbourne,26,60,Joel Smith
2020,4,Jayden Hunt,Melbourne,36,52,Jayden Hunt
2020,4,Bayley Fritsch,Melbourne,35,32,Bayley Fritsch
2020,4,Sam Menegola,Geelong,106,108,Sam Menegola
2020,4,Cameron Guthrie,Geelong,106,142,Cameron Guthrie
2020,4,Joel Selwood,Geelong,77,104,Joel Selwood
2020,4,Patrick Dangerfield,Geelong,93,140,Patrick Dangerfield
2020,4,Gryan Miers,Geelong,80,68,Gryan Miers
2020,4,Mark O'Connor,Geelong,102,106,Mark O'Connor
2020,4,Mitchell Duncan,Geelong,96,120,Mitch Duncan
2020,4,Jack Steven,Geelong,62,36,Jack Steven
2020,4,Zach Tuohy,Geelong,54,73,Zach Tuohy
2020,4,Jed Bews,Geelong,67,76,Jed Bews
2020,4,Mark Blicavs,Geelong,64,107,Mark Blicavs
2020,4,Luke Dahlhaus,Geelong,65,93,Luke Dahlhaus
2020,4,Jake Kolodjashnij,Geelong,61,115,Jake Kolodjashnij
2020,4,Brandan Parfitt,Geelong,88,104,Brandan Parfitt
2020,4,Tom Hawkins,Geelong,65,94,Tom Hawkins
2020,4,Gary Ablett,Geelong,41,72,Gary Ablett
2020,4,Jack Henry,Geelong,51,78,Jack Henry
2020,4,Darcy Fort,Geelong,43,61,Darcy Fort
2020,4,Gary Rohan,Geelong,22,51,Gary Rohan
2020,4,Esava Ratugolea,Geelong,48,62,Esava Ratugolea
2020,4,Thomas Stewart,Geelong,17,18,Tom Stewart
2020,4,Tom Atkins,Geelong,8,12,Tom Atkins
2020,4,James Worpel,Hawthorn,99,133,James Worpel
2020,4,Liam Shiels,Hawthorn,77,92,Liam Shiels
2020,4,Tom Mitchell,Hawthorn,78,143,Tom Mitchell
2020,4,Chad Wingard,Hawthorn,87,136,Chad Wingard
2020,4,James Sicily,Hawthorn,71,114,James Sicily
2020,4,Ricky Henderson,Hawthorn,68,99,Ricky Henderson
2020,4,Isaac Smith,Hawthorn,62,58,Isaac Smith
2020,4,Jack Gunston,Hawthorn,42,53,Jack Gunston
2020,4,Jonathon Ceglar,Hawthorn,70,86,Jonathon Ceglar
2020,4,Luke Breust,Hawthorn,69,64,Luke Breust
2020,4,Jaeger O'Meara,Hawthorn,49,54,Jaeger O'Meara
2020,4,Shaun Burgoyne,Hawthorn,38,53,Shaun Burgoyne
2020,4,Tom Scully,Hawthorn,27,23,Tom Scully
2020,4,Jack Scrimshaw,Hawthorn,30,71,Jack Scrimshaw
2020,4,James Frawley,Hawthorn,31,63,James Frawley
2020,4,Tim O'Brien,Hawthorn,74,92,Tim O'Brien
2020,4,Blake Hardwick,Hawthorn,35,53,Blake Hardwick
2020,4,Benjamin Stratton,Hawthorn,40,39,Ben Stratton
2020,4,Sam Frost,Hawthorn,28,41,Sam Frost
2020,4,Oliver Hanrahan,Hawthorn,19,14,Oliver Hanrahan
2020,4,Mitchell Lewis,Hawthorn,20,35,Mitch Lewis
2020,4,Ben McEvoy,Hawthorn,6,29,Ben McEvoy
2020,4,Shaun Higgins,North Melbourne,91,141,Shaun Higgins
2020,4,Jasper Pittard,North Melbourne,88,113,Jasper Pittard
2020,4,Jared Polec,North Melbourne,87,94,Jared Polec
2020,4,Jy Simpkin,North Melbourne,91,119,Jy Simpkin
2020,4,Trent Dumont,North Melbourne,72,86,Trent Dumont
2020,4,Luke McDonald,North Melbourne,70,97,Luke McDonald
2020,4,Jed Anderson,North Melbourne,90,103,Jed Anderson
2020,4,Todd Goldstein,North Melbourne,91,116,Todd Goldstein
2020,4,Joshua Walker,North Melbourne,57,100,Josh Walker
2020,4,Robbie Tarrant,North Melbourne,59,100,Robbie Tarrant
2020,4,Kyron Hayden,North Melbourne,45,75,Kyron Hayden
2020,4,Shaun Atley,North Melbourne,64,65,Shaun Atley
2020,4,Aaron Hall,North Melbourne,52,78,Aaron Hall
2020,4,Marley Williams,North Melbourne,55,87,Marley Williams
2020,4,Paul Ahern,North Melbourne,40,75,Paul Ahern
2020,4,Curtis Taylor,North Melbourne,58,57,Curtis Taylor
2020,4,Tarryn Thomas,North Melbourne,62,73,Tarryn Thomas
2020,4,Jack Mahony,North Melbourne,21,50,Jack Mahony
2020,4,Jack Ziebell,North Melbourne,24,20,Jack Ziebell
2020,4,Tristan Xerri,North Melbourne,32,54,Tristan Xerri
2020,4,Cameron Zurhaar,North Melbourne,29,34,Cameron Zurhaar
2020,4,Ben Brown,North Melbourne,15,17,Ben Brown
2020,5,Patrick Cripps,Carlton,81,116,Patrick Cripps
2020,5,Sam Docherty,Carlton,80,89,Sam Docherty
2020,5,Kade Simpson,Carlton,60,82,Kade Simpson
2020,5,Jack Martin,Carlton,90,121,Jack Martin
2020,5,Edward Curnow,Carlton,53,74,Ed Curnow
2020,5,Marc Murphy,Carlton,58,50,Marc Murphy
2020,5,Jack Newnes,Carlton,46,46,Jack Newnes
2020,5,Lachlan Plowman,Carlton,51,96,Lachie Plowman
2020,5,Liam Jones,Carlton,72,92,Liam Jones
2020,5,Will Setterfield,Carlton,62,97,Will Setterfield
2020,5,Sam Walsh,Carlton,44,58,Sam Walsh
2020,5,David Cuningham,Carlton,58,59,David Cuningham
2020,5,Michael Gibbons,Carlton,56,78,Michael Gibbons
2020,5,Jacob Weitering,Carlton,37,46,Jacob Weitering
2020,5,Sam P-Seton,Carlton,46,51,Sam Petrevski-Seton
2020,5,Tom Williamson,Carlton,46,57,Tom Williamson
2020,5,Sam Philp,Carlton,36,59,Sam Philp
2020,5,Eddie Betts,Carlton,33,48,Eddie Betts
2020,5,Levi Casboult,Carlton,34,39,Levi Casboult
2020,5,Mitch McGovern,Carlton,29,33,Mitch McGovern
2020,5,Marc Pittonet,Carlton,56,83,Marc Pittonet
2020,5,Harry McKay,Carlton,15,25,Harry McKay
2020,5,Jack Billings,St Kilda,86,116,Jack Billings
2020,5,Jack Steele,St Kilda,110,136,Jack Steele
2020,5,Sebastian Ross,St Kilda,73,107,Sebastian Ross
2020,5,Nicholas Coffield,St Kilda,84,119,Nick Coffield
2020,5,Rowan Marshall,St Kilda,99,128,Rowan Marshall
2020,5,Callum Wilkie,St Kilda,60,113,Callum Wilkie
2020,5,Daniel Hannebery,St Kilda,44,49,Dan Hannebery
2020,5,Daniel Butler,St Kilda,59,95,Dan Butler
2020,5,Jade Gresham,St Kilda,57,91,Jade Gresham
2020,5,Jack Lonie,St Kilda,51,38,Jack Lonie
2020,5,Ben Long,St Kilda,37,80,Ben Long
2020,5,Josh Battle,St Kilda,60,89,Josh Battle
2020,5,Ben Paton,St Kilda,59,55,Ben Paton
2020,5,Dean Kent,St Kilda,71,103,Dean Kent
2020,5,Tim Membrey,St Kilda,48,61,Tim Membrey
2020,5,Jonathon Marsh,St Kilda,41,70,Jonathon Marsh
2020,5,Hunter Clark,St Kilda,38,55,Hunter Clark
2020,5,Jake Carlisle,St Kilda,39,52,Jake Carlisle
2020,5,Bradley Hill,St Kilda,31,38,Bradley Hill
2020,5,Dougal Howard,St Kilda,20,49,Dougal Howard
2020,5,Jarryn Geary,St Kilda,36,71,Jarryn Geary
2020,5,Max King,St Kilda,36,86,Max King
2020,5,Adam Treloar,Collingwood,105,119,Adam Treloar
2020,5,Brayden Maynard,Collingwood,76,116,Brayden Maynard
2020,5,Scott Pendlebury,Collingwood,81,84,Scott Pendlebury
2020,5,Jordan De Goey,Collingwood,70,85,Jordan De Goey
2020,5,Josh Daicos,Collingwood,89,95,Josh Daicos
2020,5,Brodie Grundy,Collingwood,113,151,Brodie Grundy
2020,5,Taylor Adams,Collingwood,77,103,Taylor Adams
2020,5,Tom Phillips,Collingwood,51,73,Tom Phillips
2020,5,Christopher Mayne,Collingwood,52,72,Chris Mayne
2020,5,Rupert Wills,Collingwood,39,51,Rupert Wills
2020,5,Will H-Elliott,Collingwood,49,65,Will Hoskin-Elliott
2020,5,Jack Crisp,Collingwood,53,68,Jack Crisp
2020,5,Callum Brown,Collingwood,45,52,Callum L. Brown
2020,5,Matthew Scharenberg,Collingwood,50,69,Matthew Scharenberg
2020,5,Jaidyn Stephenson,Collingwood,81,90,Jaidyn Stephenson
2020,5,Darcy Moore,Collingwood,47,69,Darcy Moore
2020,5,Jamie Elliott,Collingwood,36,55,Jamie Elliott
2020,5,Tyler Brown,Collingwood,19,29,Tyler Brown
2020,5,Brody Mihocek,Collingwood,39,63,Brody Mihocek
2020,5,Jordan Roughead,Collingwood,37,63,Jordan Roughead
2020,5,Travis Varcoe,Collingwood,28,41,Travis Varcoe
2020,5,Mason Cox,Collingwood,13,16,Mason Cox
2020,5,Dylan Shiel,Essendon,112,156,Dylan Shiel
2020,5,Andrew McGrath,Essendon,65,91,Andrew McGrath
2020,5,Adam Saad,Essendon,67,80,Adam Saad
2020,5,Jordan Ridley,Essendon,79,122,Jordan Ridley
2020,5,Michael Hurley,Essendon,71,89,Michael Hurley
2020,5,Kyle Langford,Essendon,61,72,Kyle Langford
2020,5,Will Snelling,Essendon,58,81,Will Snelling
2020,5,Brayden Ham,Essendon,54,97,Brayden Ham
2020,5,Devon Smith,Essendon,64,70,Devon Smith
2020,5,Darcy Parish,Essendon,44,62,Darcy Parish
2020,5,Cale Hooker,Essendon,51,78,Cale Hooker
2020,5,Andrew Phillips,Essendon,60,110,Andrew Phillips
2020,5,Martin Gleeson,Essendon,47,53,Martin Gleeson
2020,5,Jake Stringer,Essendon,82,95,Jake Stringer
2020,5,Mitchell Hibberd,Essendon,28,39,Mitchell Hibberd
2020,5,Anthony M-Tipungwuti,Essendon,69,103,Anthony McDonald-Tipungwuti
2020,5,Orazio Fantasia,Essendon,38,46,Orazio Fantasia
2020,5,Mason Redman,Essendon,29,43,Mason Redman
2020,5,Jacob Townsend,Essendon,53,79,Jacob Townsend
2020,5,Jayden Laverde,Essendon,31,52,Jayden Laverde
2020,5,Shaun McKernan,Essendon,21,22,Shaun McKernan
2020,5,David Zaharakis,Essendon,18,26,David Zaharakis
2020,5,Dominic Sheed,West Coast,111,119,Dom Sheed
2020,5,Bradley Sheppard,West Coast,96,116,Brad Sheppard
2020,5,Elliot Yeo,West Coast,78,121,Elliot Yeo
2020,5,Tim Kelly,West Coast,70,77,Tim Kelly
2020,5,Andrew Gaff,West Coast,66,83,Andrew Gaff
2020,5,Liam Duggan,West Coast,69,66,Liam Duggan
2020,5,Shannon Hurn,West Coast,54,68,Shannon Hurn
2020,5,Brendon Ah Chee,West Coast,63,84,Brendon Ah Chee
2020,5,Jack Redden,West Coast,57,64,Jack Redden
2020,5,Jackson Nelson,West Coast,59,55,Jackson Nelson
2020,5,Tom Barrass,West Coast,59,78,Tom Barrass
2020,5,Nicholas Naitanui,West Coast,86,107,Nic Naitanui
2020,5,Jamie Cripps,West Coast,56,100,Jamie Cripps
2020,5,Jake Waterman,West Coast,63,81,Jake Waterman
2020,5,Oscar Allen,West Coast,81,117,Oscar Allen
2020,5,Jack Darling,West Coast,63,99,Jack Darling
2020,5,Jeremy McGovern,West Coast,47,82,Jeremy McGovern
2020,5,Jamaine Jones,West Coast,56,63,Jamaine Jones
2020,5,Tom Cole,West Coast,37,54,Tom Cole
2020,5,Liam Ryan,West Coast,44,75,Liam Ryan
2020,5,Joshua Kennedy,West Coast,31,42,Josh J. Kennedy
2020,5,Luke Shuey,West Coast,19,33,Luke Shuey
2020,5,Jake Lloyd,Sydney,95,132,Jake Lloyd
2020,5,Josh P. Kennedy,Sydney,95,85,Josh P. Kennedy
2020,5,Luke Parker,Sydney,82,110,Luke Parker
2020,5,Oliver Florent,Sydney,69,97,Oliver Florent
2020,5,Callum Mills,Sydney,69,119,Callum Mills
2020,5,James Rowbottom,Sydney,61,81,James Rowbottom
2020,5,Isaac Heeney,Sydney,65,79,Isaac Heeney
2020,5,Jordan Dawson,Sydney,55,61,Jordan Dawson
2020,5,Tom Papley,Sydney,67,79,Tom Papley
2020,5,Ryan Clarke,Sydney,49,90,Ryan Clarke
2020,5,Nick Blakey,Sydney,62,72,Nick Blakey
2020,5,Justin Mcinerney,Sydney,38,51,Justin McInerney
2020,5,George Hewett,Sydney,50,79,George Hewett
2020,5,Sam Gray,Sydney,33,33,Sam Gray
2020,5,Ben Ronke,Sydney,36,33,Ben Ronke
2020,5,Harry Cunningham,Sydney,32,48,Harry Cunningham
2020,5,Will Hayward,Sydney,44,57,Will Hayward
2020,5,Hayden McLean,Sydney,50,74,Hayden McLean
2020,5,Dane Rampe,Sydney,20,44,Dane Rampe
2020,5,Aliir Aliir,Sydney,31,25,Aliir Aliir
2020,5,Colin O'Riordan,Sydney,20,38,Colin O'Riordan
2020,5,Lewis Melican,Sydney,20,30,Lewis Melican
2020,5,Mitchell Duncan,Geelong,99,117,Mitch Duncan
2020,5,Sam Menegola,Geelong,89,116,Sam Menegola
2020,5,Joel Selwood,Geelong,77,95,Joel Selwood
2020,5,Patrick Dangerfield,Geelong,68,104,Patrick Dangerfield
2020,5,Zach Tuohy,Geelong,74,93,Zach Tuohy
2020,5,Luke Dahlhaus,Geelong,75,91,Luke Dahlhaus
2020,5,Tom Hawkins,Geelong,94,152,Tom Hawkins
2020,5,Jack Steven,Geelong,71,95,Jack Steven
2020,5,Gary Ablett,Geelong,54,49,Gary Ablett
2020,5,Gary Rohan,Geelong,83,81,Gary Rohan
2020,5,Mark Blicavs,Geelong,59,89,Mark Blicavs
2020,5,Harry Taylor,Geelong,47,69,Harry Taylor
2020,5,Cameron Guthrie,Geelong,61,73,Cameron Guthrie
2020,5,Jake Kolodjashnij,Geelong,40,42,Jake Kolodjashnij
2020,5,Mark O'Connor,Geelong,45,51,Mark O'Connor
2020,5,Gryan Miers,Geelong,56,82,Gryan Miers
2020,5,Darcy Fort,Geelong,65,107,Darcy Fort
2020,5,Brandan Parfitt,Geelong,79,98,Brandan Parfitt
2020,5,Esava Ratugolea,Geelong,59,81,Esava Ratugolea
2020,5,Quinton Narkle,Geelong,41,52,Quinton Narkle
2020,5,Jack Henry,Geelong,28,52,Jack Henry
2020,5,Jed Bews,Geelong,18,40,Jed Bews
2020,5,David Swallow,Gold Coast,94,94,David Swallow
2020,5,Hugh Greenwood,Gold Coast,109,132,Hugh Greenwood
2020,5,Noah Anderson,Gold Coast,64,74,Noah Anderson
2020,5,Touk Miller,Gold Coast,74,81,Touk Miller
2020,5,Jack Bowes,Gold Coast,55,71,Jack Bowes
2020,5,Brandon Ellis,Gold Coast,71,78,Brandon Ellis
2020,5,Jarrod Harbrow,Gold Coast,51,15,Jarrod Harbrow
2020,5,Nicholas Holman,Gold Coast,74,112,Nick Holman
2020,5,Lachlan Weller,Gold Coast,70,97,Lachie Weller
2020,5,Darcy Macpherson,Gold Coast,45,50,Darcy MacPherson
2020,5,Pearce Hanley,Gold Coast,37,28,Pearce Hanley
2020,5,Sam Day,Gold Coast,51,79,Sam Day
2020,5,Jack Lukosius,Gold Coast,47,68,Jack Lukosius
2020,5,Jarrod Witts,Gold Coast,63,83,Jarrod Witts
2020,5,Ben Ainsworth,Gold Coast,55,79,Ben Ainsworth
2020,5,Charlie Ballard,Gold Coast,39,65,Charlie Ballard
2020,5,Samuel Collins,Gold Coast,46,66,Sam Collins
2020,5,Alex Sexton,Gold Coast,53,70,Alex Sexton
2020,5,Wil Powell,Gold Coast,35,19,Wil Powell
2020,5,Ben King,Gold Coast,47,74,Ben King
2020,5,Connor Budarick,Gold Coast,21,28,Connor Budarick
2020,5,Matt Rowell,Gold Coast,0,6,Matt Rowell
2020,5,Jackson Macrae,Western Bulldogs,84,90,Jack Macrae
2020,5,Thomas Liberatore,Western Bulldogs,59,69,Tom Liberatore
2020,5,Jason Johannisen,Western Bulldogs,83,108,Jason Johannisen
2020,5,Toby McLean,Western Bulldogs,67,77,Toby McLean
2020,5,Caleb Daniel,Western Bulldogs,65,107,Caleb Daniel
2020,5,Timothy English,Western Bulldogs,99,125,Tim English
2020,5,Patrick Lipinski,Western Bulldogs,72,94,Patrick Lipinski
2020,5,Hayden Crozier,Western Bulldogs,58,114,Hayden Crozier
2020,5,Bailey Williams,Western Bulldogs,47,91,Bailey Williams
2020,5,Rhylee West,Western Bulldogs,45,61,Rhylee West
2020,5,Easton Wood,Western Bulldogs,68,94,Easton Wood
2020,5,Lin Jong,Western Bulldogs,39,67,Lin Jong
2020,5,Laitham Vandermeer,Western Bulldogs,76,99,Laitham Vandermeer
2020,5,Alex Keath,Western Bulldogs,46,79,Alex Keath
2020,5,Marcus Bontempelli,Western Bulldogs,45,55,Marcus Bontempelli
2020,5,Bailey Dale,Western Bulldogs,64,93,Bailey Dale
2020,5,Ed Richards,Western Bulldogs,31,51,Ed Richards
2020,5,Zaine Cordy,Western Bulldogs,40,68,Zaine Cordy
2020,5,Josh Schache,Western Bulldogs,48,70,Josh Schache
2020,5,Mitchell Wallis,Western Bulldogs,63,65,Mitch Wallis
2020,5,Josh Bruce,Western Bulldogs,83,138,Josh Bruce
2020,5,Bailey Smith,Western Bulldogs,1,3,Bailey Smith
2020,5,Jy Simpkin,North Melbourne,60,97,Jy Simpkin
2020,5,Trent Dumont,North Melbourne,67,97,Trent Dumont
2020,5,Robbie Tarrant,North Melbourne,77,98,Robbie Tarrant
2020,5,Joshua Walker,North Melbourne,72,80,Josh Walker
2020,5,Jed Anderson,North Melbourne,66,80,Jed Anderson
2020,5,Todd Goldstein,North Melbourne,94,137,Todd Goldstein
2020,5,Jared Polec,North Melbourne,65,80,Jared Polec
2020,5,Luke McDonald,North Melbourne,64,76,Luke McDonald
2020,5,Shaun Higgins,North Melbourne,34,35,Shaun Higgins
2020,5,Curtis Taylor,North Melbourne,74,100,Curtis Taylor
2020,5,Shaun Atley,North Melbourne,45,78,Shaun Atley
2020,5,Marley Williams,North Melbourne,52,43,Marley Williams
2020,5,Ben Brown,North Melbourne,44,71,Ben Brown
2020,5,Cameron Zurhaar,North Melbourne,63,54,Cameron Zurhaar
2020,5,Kyron Hayden,North Melbourne,37,64,Kyron Hayden
2020,5,Jasper Pittard,North Melbourne,33,43,Jasper Pittard
2020,5,Jamie MacMillan,North Melbourne,56,78,Jamie Macmillan
2020,5,Jack Mahony,North Melbourne,33,50,Jack Mahony
2020,5,Ben Cunnington,North Melbourne,26,50,Ben Cunnington
2020,5,Tristan Xerri,North Melbourne,25,42,Tristan Xerri
2020,5,Aaron Hall,North Melbourne,23,22,Aaron Hall
2020,5,Tarryn Thomas,North Melbourne,9,10,Tarryn Thomas
2020,5,Lachie Neale,Brisbane Lions,104,130,Lachie Neale
2020,5,Jarryd Lyons,Brisbane Lions,106,124,Jarryd Lyons
2020,5,Daniel Rich,Brisbane Lions,69,97,Daniel Rich
2020,5,Hugh McCluggage,Brisbane Lions,90,116,Hugh McCluggage
2020,5,Jarrod Berry,Brisbane Lions,77,121,Jarrod Berry
2020,5,Cameron Rayner,Brisbane Lions,58,99,Cam Rayner
2020,5,Zac Bailey,Brisbane Lions,52,75,Zac Bailey
2020,5,Mitch Robinson,Brisbane Lions,66,77,Mitch Robinson
2020,5,Grant Birchall,Brisbane Lions,48,70,Grant Birchall
2020,5,Charlie Cameron,Brisbane Lions,54,101,Charlie Cameron
2020,5,Darcy Gardiner,Brisbane Lions,54,52,Darcy Gardiner
2020,5,Daniel McStay,Brisbane Lions,60,98,Daniel McStay
2020,5,Thomas Berry,Brisbane Lions,50,90,Thomas Berry
2020,5,Lincoln McCarthy,Brisbane Lions,62,95,Lincoln McCarthy
2020,5,Ryan Lester,Brisbane Lions,28,26,Ryan Lester
2020,5,Eric Hipwood,Brisbane Lions,60,82,Eric Hipwood
2020,5,Oscar McInerney,Brisbane Lions,74,123,Oscar McInerney
2020,5,Stefan Martin,Brisbane Lions,51,51,Stefan Martin
2020,5,Harris Andrews,Brisbane Lions,33,83,Harris Andrews
2020,5,Brandon Starcevich,Brisbane Lions,37,38,Brandon Starcevich
2020,5,Callum Ah Chee,Brisbane Lions,26,28,Callum Ah Chee
