kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,prob_0,prob_1,prob_2,prob_3,expected_votes,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,predicted_votes
12,8,13,25,20,80,0,0,0,2,2,1,3,1,0,0,4,21,0,0,1,0,0,92,94,105,0,3,2,216,2,1,0,0,1,0,0,9,7,0,4,0,0,0,0,16,6.8,0,1,0,0,12,7,7,49,0,0,0,0,145,0.03380281690140845,0.043478260869565216,0.05485232067510549,0.04222972972972973,0,0,0.022727272727272728,0.012987012987012988,0.04838709677419355,0.018604651162790697,0.05370843989769821,0,0,0,0.019230769230769232,0,1,0,0,0,0,0,0,0,1,0.9583688378334045,0.017299799248576164,0.020428262650966644,0.0039031568448990583,0.06986579508520663,0,Lachie Whitfield,0,15824,13,Greater Western Sydney,2020,0
9,2,9,18,11,61,0,1,0,3,1,4,3,3,0,2,9,9,2,0,0,0,0,86,58,88,2,1,2,214,4,3,0,0,0,2,1,2,3,2,7,0,0,1,0,18,8,1,0,1,0,32,12,6,48,1,1,0,0,256,0.02586206896551724,0.02197802197802198,0.03260869565217391,0.028846153846153848,0,0.09090909090909091,0.02054794520547945,0.05405405405405406,0.04225352112676056,0.029900332225913623,0.030612244897959183,0.18181818181818182,0,0,0.027972027972027972,0.03333333333333333,0,1,1,0,0,0,0,0,0,0.97339928150177,0.023984454572200775,0.0023069940507411957,3.0928218620829284e-4,0.029526289232308045,0,Patrick Dangerfield,0,15768,8,Geelong,2020,0
3,1,2,5,2,40,0,0,2,0,0,3,1,0,0,0,1,3,0,0,5,0,0,73,18,36,0,1,1,147,1,0,0,0,0,6,2,2,1,0,0,0,40,0,1,6,3.3,5,0,0,5,14,11,7,53,0,0,0,0,45,0.00819672131147541,0.009174311926605505,0.00784313725490196,0.008051529790660225,0,0,0,0.03333333333333333,0.01694915254237288,0.003968253968253968,0.008955223880597015,0,0,0,0.007575757575757576,0,1,0,0,0,0,1,0,0,0,0.9999204874038696,5.5167260143207386e-5,2.548080601627589e-6,2.1744801415479742e-5,1.254978255929018e-4,0,Tom Campbell,0,15747,6,North Melbourne,2020,0
12,2,4,16,10,63,2,0,0,3,0,2,5,3,1,1,8,8,0,0,1,0,0,86,72,81,2,3,6,256,4,0,1,0,0,0,0,2,6,1,5,0,0,0,0,8,17.1,0,1,2,0,20,8,10,68,0,0,0,0,64,0.0335195530726257,0.013071895424836602,0.019230769230769232,0.028268551236749116,0.08695652173913043,0,0.0410958904109589,0.022222222222222223,0.0684931506849315,0.03418803418803419,0.023952095808383235,0,0,0,0.03669724770642202,0.043478260869565216,1,0,0,1,0,0,0,0,0,0.9978775978088379,0.002000354928895831,9.194525773636997e-5,3.0142960895318538e-5,0.0022746743270545267,0,Tim Taranto,0,15753,7,Greater Western Sydney,2020,0
6,1,5,11,7,64,0,0,0,0,4,0,0,2,0,0,5,4,0,0,3,0,0,90,31,45,0,0,1,180,2,7,0,2,7,0,0,6,4,0,5,0,0,0,0,6,4.3,0,1,0,3,32,7,7,49,0,0,0,0,236,0.016713091922005572,0.006711409395973154,0.01838235294117647,0.017432646592709985,0,0,0,0,0,0.019305019305019305,0.010526315789473684,0,0,0,0.014084507042253521,0,1,0,0,0,0,0,0,0,0,0.9992617964744568,6.354762590490282e-4,3.538886448950507e-5,6.728120206389576e-5,9.080975942197256e-4,0,James Frawley,0,15815,12,Hawthorn,2020,0
8,3,10,18,12,67,0,2,0,2,1,3,2,1,0,0,6,13,0,1,0,0,0,71,63,71,1,1,3,243,3,3,0,0,0,0,0,9,3,0,5,0,0,1,0,16,10.2,0,2,2,0,27,9,7,51,0,0,0,0,81,0.020460358056265986,0.01507537688442211,0.040160642570281124,0.028125,0,0.15384615384615385,0.03125,0.0375,0.03773584905660377,0.02843601895734597,0.030732860520094562,0,0.0625,0,0.023255813953488372,0.05128205128205128,1,0,0,0,0,0,0,0,1,0.9990010857582092,8.678891463205218e-4,1.193792704725638e-4,1.160643751063617e-5,0.001141466999797558,0,Angus Brayshaw,0,15623,1,Melbourne,2020,0
6,5,4,10,8,80,0,0,0,0,0,1,0,3,0,1,4,7,1,0,1,0,0,88,38,45,0,0,2,186,3,2,0,0,0,1,0,6,6,1,2,0,0,0,0,17,6.1,0,0,0,0,16,8,4,32,0,0,0,0,183,0.01643835616438356,0.033783783783783786,0.013377926421404682,0.015060240963855422,0,0,0,0.014285714285714285,0,0.0163265306122449,0.01650943396226415,0.05555555555555555,0,0,0.023622047244094488,0,1,0,0,0,0,0,0,0,1,0.9998977184295654,3.683363684103824e-5,5.5651460570516065e-5,9.747543117555324e-6,1.7737918733473634e-4,0,Tom Scully,0,15805,11,Hawthorn,2020,0
10,0,11,21,11,52,0,1,0,8,2,4,3,5,0,3,10,11,0,0,0,0,0,82,76,93,0,3,5,368,6,3,1,0,0,0,0,13,5,1,8,0,0,0,0,31,6.8,0,0,1,0,44,5,12,77,0,0,1,0,51,0.02857142857142857,0,0.03985507246376811,0.03354632587859425,0,0.09090909090909091,0.07920792079207921,0.04395604395604396,0.05263157894736842,0.040160642570281124,0.030470914127423823,0,0,0,0.04225352112676056,0.02857142857142857,0,1,1,0,0,0,0,0,0,0.8228794932365417,0.15905602276325226,0.010421349667012691,0.007643172051757574,0.20282823825255036,0,Jack Graham,0,15860,18,Richmond,2020,0
11,2,3,14,3,21,0,0,0,1,3,2,0,2,0,2,5,8,1,0,0,0,0,83,43,49,0,0,4,267,2,6,0,0,2,0,0,5,3,1,4,0,0,1,0,5,0.9,0,2,0,0,28,7,10,67,0,0,0,0,1,0.03313253012048193,0.015037593984962405,0.012552301255230125,0.024518388791593695,0,0,0.009259259259259259,0.023809523809523808,0,0.021367521367521368,0.025,0.041666666666666664,0,0,0.017699115044247787,0,0,1,0,0,0,0,1,0,0,0.9983618855476379,0.0012948409421369433,2.102422877214849e-4,1.3303577725309879e-4,0.0021144328493392095,0,Louis Butler,0,15701,4,Western Bulldogs,2020,0
5,2,5,10,8,80,0,1,0,0,1,2,2,0,0,0,6,3,0,1,1,0,2,83,32,62,2,0,6,172,0,1,0,0,1,0,0,1,4,2,6,0,0,0,0,10,8.4,0,1,1,1,2,10,9,64,0,0,0,0,92,0.014705882352941176,0.014705882352941176,0.020833333333333332,0.017241379310344827,0,0.08333333333333333,0,0.023529411764705882,0.029850746268656716,0.024691358024691357,0.00946372239747634,0,0.0625,0.16666666666666666,0,0.029411764705882353,1,0,0,1,0,0,0,0,0,0.9996496438980103,3.329699975438416e-4,1.1949749932682607e-5,5.474892986967461e-6,3.732941763701092e-4,0,Jordan De Goey,0,15702,4,Collingwood,2020,0
11,2,7,18,13,72,0,0,0,2,2,4,4,1,2,1,9,9,0,0,1,0,1,89,60,109,0,4,4,387,2,2,0,0,0,0,0,8,7,1,6,0,0,0,0,15,13.8,0,0,0,1,52,12,3,30,0,0,0,0,132,0.029649595687331536,0.011834319526627219,0.037037037037037035,0.03214285714285714,0,0,0.02666666666666667,0.04938271604938271,0.06666666666666667,0.043689320388349516,0.026470588235294117,0,0,0.2,0.021052631578947368,0,1,0,0,0,0,0,0,0,1,0.9964499473571777,0.0030826833099126816,4.566870629787445e-4,1.0684144399419893e-5,0.00402810986906843,0,Josh Kelly,0,15858,18,Greater Western Sydney,2020,0
13,1,1,14,10,71,0,0,0,0,5,1,1,3,0,1,4,9,0,0,5,0,0,80,41,65,0,1,3,449,4,3,0,0,0,0,0,8,10,0,3,0,0,0,0,9,4.9,0,0,0,4,16,8,4,32,0,0,0,0,75,0.03561643835616438,0.006756756756756757,0.0033444816053511705,0.02108433734939759,0,0,0,0.014285714285714285,0.019230769230769232,0.0163265306122449,0.02122641509433962,0,0,0,0.031496062992125984,0,1,0,0,0,0,0,0,0,0,0.9993780851364136,3.926630597561598e-4,1.1211945820832625e-4,1.1711735714925453e-4,9.682540476205759e-4,0,Blake Hardwick,0,15805,11,Hawthorn,2020,0
12,3,10,22,16,73,1,0,0,3,2,2,1,5,0,1,5,17,1,0,3,0,2,81,80,103,0,1,6,389,5,4,0,0,0,0,0,5,8,0,4,0,0,2,0,13,17.2,0,1,1,3,6,9,9,63,0,0,3,0,41,0.031746031746031744,0.01775147928994083,0.041666666666666664,0.03559870550161812,0.05263157894736842,0,0.04054054054054054,0.02197802197802198,0.018867924528301886,0.02336448598130841,0.04336734693877551,0.06666666666666667,0,0.14285714285714285,0.0423728813559322,0.024390243902439025,1,0,0,0,0,0,0,0,0,0.7360937595367432,0.10720782727003098,0.1430584341287613,0.013639974407851696,0.43424461875110865,0,Jordan Dawson,0,15863,18,Sydney,2020,0
14,2,11,25,18,72,0,0,0,2,7,2,0,2,3,0,9,11,0,0,3,0,1,79,81,126,0,0,3,404,6,9,0,0,1,0,0,7,10,0,6,0,0,2,0,8,14.1,0,0,0,3,53,12,6,48,0,0,0,0,146,0.03899721448467967,0.01639344262295082,0.04417670682730924,0.04111842105263158,0,0,0.016129032258064516,0.022222222222222223,0,0.034220532319391636,0.03283582089552239,0,0,0.058823529411764705,0.046153846153846156,0,1,0,0,0,0,0,0,0,0,0.9525527358055115,0.037653326988220215,0.009521271102130413,2.726846723817289e-4,0.05751392320962623,0,Jake Lloyd,0,15774,9,Sydney,2020,0
3,3,8,11,11,100,1,0,0,0,1,1,3,1,0,1,8,4,0,0,1,0,1,72,37,70,0,3,7,87,0,1,0,0,0,1,0,4,3,2,6,0,0,0,0,11,12.4,0,1,1,0,51,6,17,108,0,0,0,0,389,0.008670520231213872,0.02,0.02711864406779661,0.0171606864274571,0.04,0,0,0.012048192771084338,0.04918032786885246,0.03571428571428571,0.009708737864077669,0,0,0.07142857142857142,0,0.023255813953488372,0,1,1,0,0,0,0,0,0,0.9982748031616211,0.0012816914822906256,3.0436296947300434e-4,1.3909803237766027e-4,0.002307711518369615,0,Shaun Burgoyne,0,15862,18,Hawthorn,2020,0
2,3,8,10,8,80,0,0,0,0,1,0,0,1,0,0,4,6,0,0,2,0,0,87,31,45,0,0,1,68,2,4,0,0,0,0,0,3,1,0,4,0,0,0,0,3,2.9,3,1,0,2,26,7,10,67,0,0,0,0,58,0.006024096385542169,0.020833333333333332,0.02702702702702703,0.01592356687898089,0,0,0,0,0,0.016877637130801686,0.015503875968992248,0,0,0,0.017543859649122806,0,1,0,0,0,0,0,0,0,0,0.9998284578323364,1.0641168773872778e-4,5.151035657036118e-5,1.3618097000289708e-5,2.5028669188031927e-4,0,Nathan Broad,0,15704,4,Richmond,2020,0
7,8,7,14,7,50,0,0,0,4,0,3,1,2,0,0,6,8,1,2,0,0,0,71,75,67,0,1,4,123,3,2,2,0,0,0,0,10,3,1,5,0,0,0,0,17,-1.2,0,0,2,0,24,9,4,33,0,0,0,0,4,0.0196078431372549,0.044444444444444446,0.032407407407407406,0.02443280977312391,0,0,0.0425531914893617,0.0410958904109589,0.022222222222222223,0.02857142857142857,0.0223463687150838,0.0625,0.125,0,0.029411764705882353,0.05405405405405406,1,0,1,0,0,0,0,0,0,0.9999557733535767,3.52847964677494e-5,5.364403477869928e-6,3.5511600344761973e-6,5.666708352691785e-5,0,Jye Caldwell,0,15659,3,Greater Western Sydney,2020,0
18,6,4,22,15,68,0,0,0,1,6,1,0,2,2,0,6,11,1,0,1,0,0,81,86,107,0,0,2,398,6,11,0,0,1,0,0,3,11,0,3,0,0,4,0,4,10.7,0,1,0,1,45,10,13,88,0,0,2,0,218,0.04891304347826087,0.04225352112676056,0.016597510373443983,0.0361247947454844,0,0,0.011627906976744186,0.01098901098901099,0,0.024793388429752067,0.03206997084548105,0.04,0,0,0.041379310344827586,0,0,1,0,0,0,0,0,0,0,0.6634909510612488,0.21395987272262573,0.1195271909236908,0.0030219326727092266,0.462080052588135,0,Daniel Rich,0,15847,16,Brisbane Lions,2020,0
5,2,4,9,9,100,0,0,0,2,3,0,0,1,4,1,8,4,0,0,2,0,0,94,38,86,0,0,2,106,0,8,0,0,2,0,0,6,5,0,4,0,0,0,0,9,9.1,3,2,0,2,32,7,11,73,0,1,0,0,159,0.014577259475218658,0.013513513513513514,0.021164021164021163,0.016917293233082706,0,0,0.027777777777777776,0,0,0.039603960396039604,0.012461059190031152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.998450517654419,0.0010522898519411683,4.713160451501608e-4,2.5817873392952606e-5,0.0020723755624203477,0,Mark Blicavs,0,15619,1,Geelong,2020,0
7,5,2,9,8,89,1,0,0,0,1,1,1,0,0,0,1,8,0,0,0,0,0,88,46,52,0,1,2,222,2,0,0,0,0,1,0,5,6,0,1,0,0,0,0,11,7.3,0,0,1,0,37,4,7,46,0,0,0,0,29,0.019390581717451522,0.033112582781456956,0.01282051282051282,0.017408123791102514,0.058823529411764705,0,0,0.011363636363636364,0.018867924528301886,0.0045045045045045045,0.02962962962962963,0,0,0,0.018691588785046728,0.021739130434782608,1,0,0,1,0,0,0,0,0,0.9999655485153198,2.699681317608338e-5,6.132912858447526e-6,1.3338143389773904e-6,4.32640819099106e-5,0,Ben Crocker,0,15707,4,Adelaide,2020,0
5,3,9,14,11,79,1,0,3,3,0,2,1,5,2,2,6,8,2,0,1,0,1,86,59,79,1,0,4,139,5,0,2,0,0,3,2,1,4,0,2,1,25,0,1,13,6.2,12,0,1,1,43,7,14,91,0,0,0,0,2,0.014970059880239521,0.018518518518518517,0.03409090909090909,0.023411371237458192,0.047619047619047616,0,0.036585365853658534,0.023255813953488372,0.02040816326530612,0.026905829596412557,0.021333333333333333,0.06666666666666667,0,0.058823529411764705,0.04504504504504504,0.02631578947368421,0,1,0,0,0,0,0,0,1,0.9995716214179993,2.927776367869228e-4,5.539929770748131e-5,8.02001086412929e-5,6.441765581257641e-4,0,Luke Jackson,0,15757,7,Melbourne,2020,0
15,3,16,31,20,65,0,0,0,2,1,7,10,6,1,1,17,15,0,0,3,0,0,92,92,112,8,2,9,295,6,1,0,0,0,1,1,7,8,0,9,0,0,0,0,11,21.1,0,1,0,0,24,9,12,81,0,0,5,1,102,0.043731778425655975,0.023809523809523808,0.06779661016949153,0.0535405872193437,0,0,0.02666666666666667,0.06862745098039216,0.15873015873015872,0.07234042553191489,0.04451038575667656,0,0,0,0.048,0,1,0,1,0,0,0,0,0,0,0.05614487826824188,0.5228243470191956,0.34722673892974854,0.07380400598049164,1.4386898428201675,1,Patrick Cripps,0,15615,1,Carlton,2020,1
16,4,10,26,18,69,1,0,0,8,4,4,8,2,1,0,13,15,0,2,1,1,1,91,119,195,2,6,8,491,5,3,0,0,0,0,0,14,10,0,10,0,0,1,0,24,16.8,0,0,1,0,12,8,9,62,0,0,7,0,125,0.04938271604938271,0.031496062992125984,0.05181347150259067,0.05029013539651837,0.06666666666666667,0,0.06557377049180328,0.05128205128205128,0.12121212121212122,0.05726872246696035,0.05454545454545454,0,0.14285714285714285,0.125,0.056179775280898875,0.02702702702702703,0,1,0,0,0,0,0,0,1,0.015871595591306686,0.19631385803222656,0.3295339047908783,0.4582805931568146,2.230223447084427,3,Josh Kelly,1,15761,8,Greater Western Sydney,2020,3
9,5,8,17,14,82,0,0,0,1,2,2,0,1,2,0,7,12,0,0,4,2,1,89,64,109,0,0,2,261,2,5,0,0,2,0,0,9,7,0,4,0,0,0,0,13,8.2,0,1,0,3,63,4,4,28,0,0,0,0,211,0.025280898876404494,0.033112582781456956,0.036036036036036036,0.029411764705882353,0,0,0.015873015873015872,0.024390243902439025,0,0.028688524590163935,0.03669724770642202,0,0,0.09090909090909091,0.017699115044247787,0,1,0,0,0,1,0,0,0,0,0.9992795586585999,6.3791946740821e-4,7.562058453913778e-5,6.8897825258318335e-6,8.098299840639811e-4,0,Shaun Atley,0,15833,14,North Melbourne,2020,0
5,2,3,8,8,100,0,0,0,2,2,1,0,0,0,0,3,3,0,0,3,0,0,76,35,53,0,0,1,159,1,4,0,0,0,0,0,4,5,0,3,0,0,1,0,5,4.2,0,1,0,1,4,10,8,58,0,0,0,0,69,0.015015015015015015,0.018518518518518517,0.011538461538461539,0.013490725126475547,0,0,0.017241379310344827,0.012987012987012988,0,0.011857707509881422,0.009146341463414634,0,0,0,0.008130081300813009,0,0,1,0,0,0,0,0,0,0,0.999757707118988,1.6042801144067198e-4,2.181089439545758e-5,6.008917262079194e-5,3.8431731809396297e-4,0,Blake Hardwick,0,15709,4,Hawthorn,2020,0
7,5,3,10,6,60,0,0,0,1,2,0,0,1,0,0,3,7,1,0,1,0,0,79,46,49,0,0,3,132,3,1,0,0,1,0,0,2,4,1,1,0,0,0,0,4,1.2,0,0,0,0,48,5,6,41,0,0,0,0,7,0.01871657754010695,0.031055900621118012,0.014285714285714285,0.017123287671232876,0,0,0.011627906976744186,0,0,0.01282051282051282,0.020710059171597635,0.038461538461538464,0,0,0.0297029702970297,0,1,0,0,0,0,0,0,0,1,0.9999431371688843,4.350516974227503e-5,1.0258054317091592e-5,3.0721350867679575e-6,7.323768363676209e-5,0,Jarrod Brander,0,15703,4,West Coast,2020,0
10,4,1,11,8,73,0,0,0,0,2,3,0,2,0,0,3,7,0,0,11,0,0,95,44,74,0,0,2,212,3,7,0,1,5,0,0,5,7,0,3,0,0,1,0,6,7.7,0,0,0,9,30,14,10,74,0,0,1,0,109,0.02881844380403458,0.036036036036036036,0.0055248618784530384,0.020833333333333332,0,0,0,0.03571428571428571,0,0.01195219123505976,0.02766798418972332,0,0,0,0.024390243902439025,0,0,1,0,0,0,0,0,0,0,0.9834977984428406,0.016190143302083015,1.8171437841374427e-4,1.3032621063757688e-4,0.016944550690823235,0,Darcy Gardiner,0,15662,3,Brisbane Lions,2020,0
11,1,13,24,20,83,0,0,0,8,1,5,4,1,1,1,14,11,0,0,0,0,0,95,92,141,1,3,9,385,3,5,2,0,0,0,0,17,8,0,9,0,0,0,0,25,18.2,1,0,0,0,4,7,7,49,1,1,7,0,92,0.03206997084548105,0.007692307692307693,0.06132075471698113,0.043243243243243246,0,0,0.07339449541284404,0.060240963855421686,0.07017543859649122,0.05714285714285714,0.03594771241830065,0,0,0,0.023622047244094488,0,1,0,1,0,0,0,0,0,0,0.0050548673607409,0.23626714944839478,0.7502925395965576,0.008385425433516502,1.7620085049420595,2,Christian Petracca,0,15767,8,Melbourne,2020,2
8,3,8,16,11,69,0,0,0,1,1,1,0,1,2,0,7,8,0,0,1,0,0,89,55,66,0,0,3,106,2,7,0,0,0,0,0,7,6,0,5,0,0,0,1,9,5.3,0,2,0,1,21,10,6,46,0,0,0,0,6,0.023880597014925373,0.02608695652173913,0.032520325203252036,0.027538726333907058,0,0,0.00909090909090909,0.012658227848101266,0,0.028688524590163935,0.0243161094224924,0,0,0,0.015384615384615385,0,1,0,0,0,1,0,0,0,0,0.9996980428695679,2.448086452204734e-4,5.2629759011324495e-5,4.509058726398507e-6,3.635953394223179e-4,0,Trent Rivers,0,15837,15,Melbourne,2020,0
7,3,0,7,3,43,1,0,0,0,0,2,0,1,0,1,3,4,2,2,3,0,0,96,33,67,0,0,4,190,1,2,0,0,0,2,1,1,3,0,1,0,0,1,0,9,9.3,0,0,3,1,4,11,7,53,0,0,0,0,83,0.02040816326530612,0.023076923076923078,0,0.012612612612612612,0.07142857142857142,0,0,0.024096385542168676,0,0.012244897959183673,0.013071895424836602,0.125,0.15384615384615385,0,0.007874015748031496,0.06818181818181818,0,1,0,0,0,1,0,0,0,0.9961258769035339,0.0028610224835574627,3.878962015733123e-4,6.252484163269401e-4,0.0055125601356849074,0,Eric Hipwood,0,15767,8,Brisbane Lions,2020,0
7,5,4,11,7,64,1,0,4,1,0,3,1,4,1,0,9,3,4,1,2,0,0,74,59,81,0,1,2,161,4,4,0,0,0,1,0,0,4,1,3,1,33.3,2,1,3,6.9,12,1,2,1,37,11,13,89,0,0,1,0,33,0.020289855072463767,0.03424657534246575,0.017699115044247787,0.01926444833625219,0.047619047619047616,0,0.007692307692307693,0.038461538461538464,0.01639344262295082,0.0391304347826087,0.008645533141210375,0.21052631578947367,0.05555555555555555,0,0.037383177570093455,0.04878048780487805,0,1,0,1,0,0,0,0,0,0.9882135391235352,0.008564052172005177,0.0012156200828030705,0.0020068015437573195,0.017015696968883276,0,Esava Ratugolea,0,15722,5,Geelong,2020,0
14,8,6,20,10,50,0,0,0,1,2,0,1,4,0,0,8,11,2,0,1,0,0,95,82,60,0,1,5,442,7,2,0,1,1,3,2,6,4,3,6,0,0,0,2,16,9.6,0,1,0,1,75,5,5,35,0,0,0,0,141,0.038461538461538464,0.05555555555555555,0.023255813953488372,0.03215434083601286,0,0,0.009433962264150943,0,0.014492753623188406,0.0311284046692607,0.030726256983240222,0.10526315789473684,0,0,0.058823529411764705,0,1,0,0,1,0,0,0,0,0,0.9998750686645508,7.606255530845374e-5,4.2309438867960125e-5,6.528595804411452e-6,1.8026722045760835e-4,0,Tom Lynch,0,15653,2,Adelaide,2020,0
13,9,6,19,15,79,0,0,0,0,1,2,0,1,0,0,2,16,0,0,0,0,0,100,78,80,0,0,1,110,2,4,0,0,0,0,0,4,11,0,2,0,0,2,0,9,1.1,0,0,0,0,33,7,10,67,1,1,0,0,184,0.03611111111111111,0.046875,0.024193548387096774,0.03125,0,0,0,0.0273972602739726,0,0.010256410256410256,0.03818615751789976,0,0,0,0.017543859649122806,0,0,1,0,0,0,0,0,0,0,0.9961374402046204,0.002585458569228649,6.708558648824692e-4,6.062443717382848e-4,0.005745903414208442,0,Brad Sheppard,0,15745,6,West Coast,2020,0
5,3,6,11,7,64,0,0,0,1,0,1,0,1,1,0,7,7,0,1,2,0,0,76,41,58,0,0,2,107,4,1,0,0,0,1,0,13,3,0,5,0,0,1,0,19,6.5,0,0,0,0,2,5,7,47,0,0,0,0,50,0.015060240963855422,0.02158273381294964,0.024193548387096774,0.01896551724137931,0,0,0.012048192771084338,0.013888888888888888,0,0.03225806451612903,0.019390581717451522,0,0.05555555555555555,0,0.044444444444444446,0,1,0,0,1,0,0,0,0,0,0.9998948574066162,6.188070983625948e-5,2.6969019017997198e-5,1.6293344742734917e-5,1.6469878210045863e-4,0,Brendon Ah Chee,0,15843,16,West Coast,2020,0
16,4,16,32,16,50,0,0,0,4,3,3,4,5,1,0,8,19,0,0,1,0,0,84,109,92,0,4,7,504,5,4,0,0,0,0,0,3,4,1,6,0,0,0,0,10,8.5,0,1,0,0,4,11,8,59,0,0,6,0,67,0.0446927374301676,0.03225806451612903,0.06274509803921569,0.052202283849918436,0,0,0.04040404040404041,0.03488372093023256,0.05555555555555555,0.03418803418803419,0.05322128851540616,0,0,0,0.04201680672268908,0,0,1,1,0,0,0,0,0,0,0.019669437780976295,0.7162142992019653,0.1131865456700325,0.15092967450618744,1.3953764140605927,1,Tim Taranto,3,15785,10,Greater Western Sydney,2020,1
14,1,4,18,16,89,0,0,0,1,5,2,0,1,2,0,4,11,0,0,1,0,0,80,59,106,0,0,3,457,3,3,0,1,1,0,0,2,12,0,2,0,0,0,0,3,9.4,0,1,0,0,17,9,9,63,0,0,0,0,27,0.041176470588235294,0.007042253521126761,0.01818181818181818,0.03214285714285714,0,0,0.010526315789473684,0.024096385542168676,0,0.017391304347826087,0.034161490683229816,0,0,0,0.02459016393442623,0,1,0,0,0,0,0,0,0,0,0.9945523142814636,0.0050314865075051785,3.3039157278835773e-4,8.58781422721222e-5,0.0059499040798982605,0,Jack Lukosius,0,15746,6,Gold Coast,2020,0
10,5,11,21,16,76,0,0,0,0,2,2,2,1,1,0,6,16,0,0,0,0,0,85,68,78,0,2,1,301,4,3,0,0,0,0,0,8,5,0,6,0,0,1,1,18,7.9,0,0,0,0,22,8,10,68,0,0,0,0,32,0.026455026455026454,0.03333333333333333,0.04435483870967742,0.03354632587859425,0,0,0,0.023255813953488372,0.03508771929824561,0.02575107296137339,0.041666666666666664,0,0,0,0.032,0,0,1,0,0,0,0,0,0,1,0.9958279728889465,0.00305370194837451,3.844862512778491e-4,7.338248542509973e-4,0.0060241490136832,0,Josh Daicos,0,15856,17,Collingwood,2020,0
3,1,2,5,4,80,0,1,0,1,0,1,0,0,1,0,1,3,0,1,0,0,0,58,22,25,0,0,1,45,0,1,1,0,0,0,0,8,2,0,1,0,0,0,0,14,2,0,0,1,0,15,11,9,65,0,0,0,0,1,0.00847457627118644,0.008620689655172414,0.009950248756218905,0.009009009009009009,0,0.05,0.009708737864077669,0.012048192771084338,0,0.004048582995951417,0.010526315789473684,0,0.0625,0,0,0.022222222222222223,0,1,0,1,0,0,0,0,0,0.9999316930770874,3.889530853484757e-5,8.159938261087518e-6,2.12009072129149e-5,1.188179066957673e-4,0,Hamish Brayshaw,0,15848,17,West Coast,2020,0
3,0,2,5,4,80,0,0,0,3,1,0,1,0,0,0,2,3,0,0,4,0,0,91,25,41,0,1,0,82,0,2,0,0,1,0,0,5,2,0,0,0,0,0,0,5,5.8,0,0,0,3,5,8,11,74,0,0,0,0,324,0.008333333333333333,0,0.009216589861751152,0.008665511265164644,0,0,0.024793388429752067,0,0.014705882352941176,0.007434944237918215,0.009933774834437087,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9999352693557739,4.829121462535113e-5,1.0030740668298677e-5,6.409598427126184e-6,8.758149124332704e-5,0,Heath Shaw,0,15852,17,Greater Western Sydney,2020,0
5,1,1,6,6,100,1,0,0,1,1,2,0,1,0,0,1,5,0,0,0,2,0,76,30,43,0,0,1,129,1,1,0,0,0,0,0,2,5,0,1,0,0,0,0,12,10.2,0,0,1,0,16,11,10,71,0,0,0,0,31,0.0165016501650165,0.008333333333333333,0.0031847133757961785,0.009724473257698542,0.043478260869565216,0,0.010869565217391304,0.025,0,0.004545454545454545,0.012437810945273632,0,0,0,0.009708737864077669,0.022222222222222223,1,0,0,1,0,0,0,0,0,0.9997616410255432,2.249686513096094e-4,5.167599283595337e-6,8.25487859401619e-6,2.6006848565884866e-4,0,Darren Minchington,0,15826,14,Hawthorn,2020,0
6,2,1,7,4,57,0,0,0,0,0,2,0,0,0,0,2,6,0,0,1,0,0,70,26,39,0,0,1,214,0,1,0,0,0,1,0,3,3,1,1,0,0,1,1,15,5.4,0,0,1,0,30,2,5,32,0,0,0,0,103,0.016483516483516484,0.0111731843575419,0.0041841004184100415,0.011608623548922056,0,0,0,0.029850746268656716,0,0.00851063829787234,0.015957446808510637,0,0,0,0,0.03333333333333333,1,0,0,1,0,0,0,0,0,0.9999794960021973,9.946336831490044e-6,4.172585249762051e-6,6.389978352672188e-6,3.746144238903071e-5,0,Travis Colyer,0,15758,7,Fremantle,2020,0
